Time,I_FIB,I_FOB,I_FSC,I_P3V3,I_FIBH,I_FOBH,I_FSCH,I_P1V8,Temp,V_P2V4,V_P3V3,V_P12V,V_P8V,V_N8V,V_P5V,V_N5V
20160816T154802.171035,6,42752,0,256,6,43008,0,256,6,43264,0,256,6,43520,0,256,
20160816T164518.171035,0,256,6,47104,0,256,6,47360,0,256,6,47616,0,256,6,47872,
20160816T154802.171035,6,51200,0,256,6,51456,0,256,6,51712,0,256,6,51968,0,256,
20160816T164624.171035,0,256,6,55552,0,256,6,55808,0,256,6,56064,0,256,6,56320,
20160816T154802.171035,6,59648,0,256,6,59904,0,256,6,60160,0,256,6,60416,0,256,
20160816T164730.171035,0,256,6,64000,0,256,6,64256,0,256,6,64512,0,256,6,64768,
20160816T154800.171035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T154802.171035,7,2560,0,256,7,2816,0,256,7,3072,0,256,7,3328,0,256,
20160816T164836.171035,0,256,7,6912,0,256,7,7168,0,256,7,7424,0,256,7,7680,
20160816T154802.171035,7,11008,0,256,7,11264,0,256,7,11520,0,256,7,11776,0,256,
20160816T164942.171035,0,256,7,15360,0,256,7,15616,0,256,7,15872,0,256,7,16128,
20160816T154802.171035,7,19456,0,256,7,19712,0,256,7,19968,0,256,7,20224,0,256,
20160816T165048.171035,0,256,7,23808,0,256,7,24064,0,256,7,24320,0,256,7,24576,
20160816T154802.171035,7,27904,0,256,7,28160,0,256,7,28416,0,256,7,28672,0,256,
20160816T165154.171035,0,256,7,32256,0,256,7,32512,0,256,7,32768,0,0,7,33023,
20160816T154800.171035,0,0,0,0,0,0,0,0,0,0,0,0,0,256,7,33024,
20160816T154802.171035,7,36352,0,256,7,36608,0,256,7,36864,0,256,7,37120,0,256,
20160816T165300.171035,0,256,7,40704,0,256,7,40960,0,256,7,41216,0,256,7,41472,
20160816T154802.171035,7,44800,0,256,7,45056,0,256,7,45312,0,256,7,45568,0,256,
20160816T165406.171035,0,256,7,49152,0,256,7,49408,0,256,7,49664,0,256,7,49920,
20160816T154802.171035,7,53248,0,256,7,53504,0,256,7,53760,0,256,7,54016,0,256,
20160816T165512.171035,0,256,7,57600,0,256,7,57856,0,256,7,58112,0,256,7,58368,
20160816T154802.171035,7,61696,0,256,7,61952,0,256,7,62208,0,256,7,62464,0,256,
20160816T165618.163223,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,3840,
20160816T165618.171035,0,256,8,512,0,256,8,768,0,256,8,1024,0,256,8,1280,
20160816T154802.171035,8,4608,0,256,8,4864,0,256,8,5120,0,256,8,5376,0,256,
20160816T165724.171035,0,256,8,8960,0,256,8,9216,0,256,8,9472,0,256,8,9728,
20160816T154802.171035,8,13056,0,256,8,13312,0,256,8,13568,0,256,8,13824,0,256,
20160816T165830.171035,0,256,8,17408,0,256,8,17664,0,256,8,17920,0,256,8,18176,
20160816T154802.171035,8,21504,0,256,8,21760,0,256,8,22016,0,256,8,22272,0,256,
20160816T165936.171035,0,256,8,25856,0,256,8,26112,0,256,8,26368,0,256,8,26624,
20160816T154802.171035,8,29952,0,256,8,30208,0,256,8,30464,0,256,8,30720,0,256,
20160816T154800.171035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T155632.171035,2182,0,1,0,2183,0,1,0,2184,0,1,0,2185,0,1,0,
20160829T162416.171035,1,0,2199,0,1,0,2200,0,1,0,2201,0,1,0,2202,0,
20160816T155632.171035,2215,0,1,0,2216,0,1,0,2217,0,1,0,2218,0,1,0,
20160829T210552.171035,1,0,2232,0,1,0,2233,0,1,0,2234,0,1,0,2235,0,
20160816T155632.171035,2248,0,1,0,2249,0,1,0,2250,0,1,0,2251,0,1,0,
20160830T014728.171035,1,0,2265,0,1,0,2266,0,1,0,2267,0,1,0,2268,0,
20160816T155632.171035,2281,0,1,0,2282,0,1,0,2283,0,1,0,2284,0,1,0,
20160830T062904.171035,1,0,2298,0,1,0,2299,0,1,0,2300,0,1,0,2301,0,
20160816T154800.171035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T155632.171035,2314,0,1,0,2315,0,1,0,2316,0,1,0,2317,0,1,0,
20160830T111040.171035,1,0,2331,0,1,0,2332,0,1,0,2333,0,1,0,2334,0,
20160816T155632.171035,2347,0,1,0,2348,0,1,0,2349,0,1,0,2350,0,1,0,
20160830T155216.171035,1,0,2364,0,1,0,2365,0,1,0,2366,0,1,0,2367,0,
20160816T155632.171035,2380,0,1,0,2381,0,1,0,2382,0,1,0,2383,0,1,0,
20160830T203352.171035,1,0,2397,0,1,0,2398,0,1,0,2399,0,1,0,2400,0,
20160816T155632.171035,2413,0,1,0,2414,0,1,0,2415,0,1,0,2416,0,1,0,
20160831T011528.171035,1,0,2430,0,1,0,2431,0,1,0,2432,0,0,0,2432,65295,
20160816T154800.171035,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2433,0,
20160816T155632.171035,2446,0,1,0,2447,0,1,0,2448,0,1,0,2449,0,1,0,
20160831T055704.171035,1,0,2463,0,1,0,2464,0,1,0,2465,0,1,0,2466,0,
20160816T155632.171035,2479,0,1,0,2480,0,1,0,2481,0,1,0,2482,0,1,0,
20160831T103840.171035,1,0,2496,0,1,0,2497,0,1,0,2498,0,1,0,2499,0,
20160816T155632.171035,2512,0,1,0,2513,0,1,0,2514,0,1,0,2515,0,1,0,
20160831T152016.171035,1,0,2529,0,1,0,2530,0,1,0,2531,0,1,0,2532,0,
20160816T155632.171035,2545,0,1,0,2546,0,1,0,2547,0,1,0,2548,0,1,0,
20160831T200150.288223,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,65295,0,
20160831T200152.171035,1,0,2562,0,1,0,2563,0,1,0,2564,0,1,0,2565,0,
20160816T155632.171035,2578,0,1,0,2579,0,1,0,2580,0,1,0,2581,0,1,0,
20160901T004328.171035,1,0,2595,0,1,0,2596,0,1,0,2597,0,1,0,2598,0,
20160816T155632.171035,2611,0,1,0,2612,0,1,0,2613,0,1,0,2614,0,1,0,
20160901T052504.171035,1,0,2628,0,1,0,2629,0,1,0,2630,0,1,0,2631,0,
20160816T155632.171035,2644,0,1,0,2645,0,1,0,2646,0,1,0,2647,0,1,0,
20160901T100640.171035,1,0,2661,0,1,0,2662,0,1,0,2663,0,1,0,2664,0,
20160816T155632.171035,2677,0,1,0,2678,0,1,0,2679,0,1,0,2680,0,1,0,
20160816T154800.171035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160818T041232.249160,34304,0,256,10,34560,0,256,10,34816,0,256,10,35072,0,256,10,
20160816T154802.171035,10,39424,0,256,10,39680,0,256,10,39936,0,256,10,40192,0,256,
20160816T171900.171035,0,256,10,43776,0,256,10,44032,0,256,10,44288,0,256,10,44544,
20160816T154802.171035,10,47872,0,256,10,48128,0,256,10,48384,0,256,10,48640,0,256,
20160816T172006.171035,0,256,10,52224,0,256,10,52480,0,256,10,52736,0,256,10,52992,
20160816T154802.171035,10,56320,0,256,10,56576,0,256,10,56832,0,256,10,57088,0,256,
20160816T172112.171035,0,256,10,60672,0,256,10,60928,0,256,10,61184,0,256,10,61440,
20160816T154802.171035,10,64768,0,256,10,65024,0,256,10,65280,0,256,11,0,0,0,
20160816T154800.171035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,
20160816T172218.171035,0,256,11,3584,0,256,11,3840,0,256,11,4096,0,256,11,4352,
20160816T154802.171035,11,7680,0,256,11,7936,0,256,11,8192,0,256,11,8448,0,256,
20160816T172324.171035,0,256,11,12032,0,256,11,12288,0,256,11,12544,0,256,11,12800,
20160816T154802.171035,11,16128,0,256,11,16384,0,256,11,16640,0,256,11,16896,0,256,
20160816T172430.171035,0,256,11,20480,0,256,11,20736,0,256,11,20992,0,256,11,21248,
20160816T154802.171035,11,24576,0,256,11,24832,0,256,11,25088,0,256,11,25344,0,256,
20160816T172536.171035,0,256,11,28928,0,256,11,29184,0,256,11,29440,0,256,11,29696,
20160816T154800.171035,11,33023,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,
20160816T154802.171035,11,33024,0,256,11,33280,0,256,11,33536,0,256,11,33792,0,256,
20160816T172642.171035,0,256,11,37376,0,256,11,37632,0,256,11,37888,0,256,11,38144,
20160816T154802.171035,11,41472,0,256,11,41728,0,256,11,41984,0,256,11,42240,0,256,
20160816T172748.171035,0,256,11,45824,0,256,11,46080,0,256,11,46336,0,256,11,46592,
20160816T154802.171035,11,49920,0,256,11,50176,0,256,11,50432,0,256,11,50688,0,256,
20160816T172854.171035,0,256,11,54272,0,256,11,54528,0,256,11,54784,0,256,11,55040,
20160816T154802.171035,11,58368,0,256,11,58624,0,256,11,58880,0,256,11,59136,0,256,
20160816T173000.171035,0,256,11,62720,0,256,11,62976,0,256,11,63232,0,256,11,63488,
20160816T154800.171035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160818T041232.264785,1536,0,256,12,1792,0,256,12,2048,0,256,12,2304,0,256,12,
20160816T154802.171035,12,6656,0,256,12,6912,0,256,12,7168,0,256,12,7424,0,256,
20160816T173148.171035,0,256,12,11008,0,256,12,11264,0,256,12,11520,0,256,12,11776,
20160816T154802.171035,12,15104,0,256,12,15360,0,256,12,15616,0,256,12,15872,0,256,
20160816T173254.171035,0,256,12,19456,0,256,12,19712,0,256,12,19968,0,256,12,20224,
20160816T154802.171035,12,23552,0,256,12,23808,0,256,12,24064,0,256,12,24320,0,256,
20160816T173400.171035,0,256,12,27904,0,256,12,28160,0,256,12,28416,0,256,12,28672,
20160816T154802.171035,12,32000,0,256,12,32256,0,256,12,32512,0,256,12,32768,0,0,
20160816T154800.171035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,
20160816T173506.171035,0,256,12,36352,0,256,12,36608,0,256,12,36864,0,256,12,37120,
20160816T154802.171035,12,40448,0,256,12,40704,0,256,12,40960,0,256,12,41216,0,256,
20160816T173612.171035,0,256,12,44800,0,256,12,45056,0,256,12,45312,0,256,12,45568,
20160816T154802.171035,12,48896,0,256,12,49152,0,256,12,49408,0,256,12,49664,0,256,
20160816T173718.171035,0,256,12,53248,0,256,12,53504,0,256,12,53760,0,256,12,54016,
20160816T154802.171035,12,57344,0,256,12,57600,0,256,12,57856,0,256,12,58112,0,256,
20160816T173824.171035,0,256,12,61696,0,256,12,61952,0,256,12,62208,0,256,12,62464,
20160816T154800.171035,13,255,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,
20160816T154802.171035,13,256,0,256,13,512,0,256,13,768,0,256,13,1024,0,256,
20160816T173930.171035,0,256,13,4608,0,256,13,4864,0,256,13,5120,0,256,13,5376,
20160816T154802.171035,13,8704,0,256,13,8960,0,256,13,9216,0,256,13,9472,0,256,
20160816T174036.171035,0,256,13,13056,0,256,13,13312,0,256,13,13568,0,256,13,13824,
20160816T154802.171035,13,17152,0,256,13,17408,0,256,13,17664,0,256,13,17920,0,256,
20160816T174142.171035,0,256,13,21504,0,256,13,21760,0,256,13,22016,0,256,13,22272,
20160816T154802.171035,13,25600,0,256,13,25856,0,256,13,26112,0,256,13,26368,0,256,
20160816T174248.171035,0,256,13,29952,0,256,13,30208,0,256,13,30464,0,256,13,30720,
20160816T154800.171035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160818T041232.272597,34304,0,256,13,34560,0,256,13,34816,0,256,13,35072,0,256,13,
20160816T154802.171035,13,39424,0,256,13,39680,0,256,13,39936,0,256,13,40192,0,256,
20160816T174436.171035,0,256,13,43776,0,256,13,44032,0,256,13,44288,0,256,13,44544,
20160816T154802.171035,13,47872,0,256,13,48128,0,256,13,48384,0,256,13,48640,0,256,
20160816T174542.171035,0,256,13,52224,0,256,13,52480,0,256,13,52736,0,256,13,52992,
20160816T154802.171035,13,56320,0,256,13,56576,0,256,13,56832,0,256,13,57088,0,256,
20160816T174648.171035,0,256,13,60672,0,256,13,60928,0,256,13,61184,0,256,13,61440,
20160816T154802.171035,13,64768,0,256,13,65024,0,256,13,65280,0,256,14,0,0,0,
20160816T154800.171035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,
20160816T174754.171035,0,256,14,3584,0,256,14,3840,0,256,14,4096,0,256,14,4352,
20160816T154802.171035,14,7680,0,256,14,7936,0,256,14,8192,0,256,14,8448,0,256,
20160816T174900.171035,0,256,14,12032,0,256,14,12288,0,256,14,12544,0,256,14,12800,
20160816T154802.171035,14,16128,0,256,14,16384,0,256,14,16640,0,256,14,16896,0,256,
20160816T175006.171035,0,256,14,20480,0,256,14,20736,0,256,14,20992,0,256,14,21248,
20160816T154802.171035,14,24576,0,256,14,24832,0,256,14,25088,0,256,14,25344,0,256,
20160816T175112.171035,0,256,14,28928,0,256,14,29184,0,256,14,29440,0,256,14,29696,
20160816T154800.171035,14,33023,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,
20160816T154802.171035,14,33024,0,256,14,33280,0,256,14,33536,0,256,14,33792,0,256,
20160816T175218.171035,0,256,14,37376,0,256,14,37632,0,256,14,37888,0,256,14,38144,
20160816T154802.171035,14,41472,0,256,14,41728,0,256,14,41984,0,256,14,42240,0,256,
20160816T175324.171035,0,256,14,45824,0,256,14,46080,0,256,14,46336,0,256,14,46592,
20160816T154802.171035,14,49920,0,256,14,50176,0,256,14,50432,0,256,14,50688,0,256,
20160816T175430.171035,0,256,14,54272,0,256,14,54528,0,256,14,54784,0,256,14,55040,
20160816T154802.171035,14,58368,0,256,14,58624,0,256,14,58880,0,256,14,59136,0,256,
20160816T175536.171035,0,256,14,62720,0,256,14,62976,0,256,14,63232,0,256,14,63488,
20160816T154800.171035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160818T041232.288223,1536,0,256,15,1792,0,256,15,2048,0,256,15,2304,0,256,15,
20160816T154802.171035,15,6656,0,256,15,6912,0,256,15,7168,0,256,15,7424,0,256,
20160816T175724.171035,0,256,15,11008,0,256,15,11264,0,256,15,11520,0,256,15,11776,
20160816T154802.171035,15,15104,0,256,15,15360,0,256,15,15616,0,256,15,15872,0,256,
20160816T175830.171035,0,256,15,19456,0,256,15,19712,0,256,15,19968,0,256,15,20224,
20160816T154802.171035,15,23552,0,256,15,23808,0,256,15,24064,0,256,15,24320,0,256,
20160816T175936.171035,0,256,15,27904,0,256,15,28160,0,256,15,28416,0,256,15,28672,
20160816T154802.171035,15,32000,0,256,15,32256,0,256,15,32512,0,256,15,32768,0,0,
20160816T154800.171035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,
