Time,I_FIB,I_FOB,I_FSC,I_P3V3,I_FIBH,I_FOBH,I_FSCH,I_P1V8,Temp,V_P2V4,V_P3V3,V_P12V,V_P8V,V_N8V,V_P5V,V_N5V
2016-09-17T10:05:00.968665,5888,17,6144,4376,17,6144,256,5,6657,0,17,6400,4377,17,6400,17,
2016-09-17T16:54:36.968665,18176,4423,0,4424,17,18432,4424,1,0,1354,256,0,4425,17,18688,4425,
2016-08-30T13:34:06.835853,0,4433,17,20736,4433,0,4434,17,20992,4434,1,0,1364,256,0,4435,
2016-09-17T19:36:44.843665,0,1372,256,0,4443,17,23296,4443,0,4444,17,23552,4444,1,0,1374,
2016-09-17T21:02:04.968665,25600,4452,1,0,1382,256,0,4453,17,25856,4453,0,4454,17,26112,4454,
2016-08-22T14:20:24.835853,4462,17,28160,256,5,28673,0,17,28416,4463,17,28416,17,28672,4464,17,
2016-09-17T23:44:12.968665,30464,17,30720,4472,17,30720,256,5,31233,0,17,30976,4473,17,30976,17,
2016-08-22T11:52:16.671791,17,60160,4587,0,4588,17,60416,4588,1,0,1518,256,0,4589,17,60672,
2016-09-18T17:47:56.968665,62976,4598,1,0,1528,256,0,4599,17,63232,4599,0,4600,17,63488,4600,
2016-08-22T14:25:16.835853,4608,18,0,256,6,513,0,18,256,4609,18,256,18,512,4610,18,
2016-09-18T20:30:04.976478,2304,18,2560,4618,18,2560,256,6,3073,0,18,2816,4619,18,2816,18,
2016-09-19T01:54:20.835853,4656,18,12288,4656,1,0,1586,256,0,4657,18,12544,4657,0,4658,18,
2016-09-19T03:19:40.976478,14592,4665,0,4666,18,14848,4666,1,0,1596,256,0,4667,18,15104,4667,
2016-08-31T23:59:10.835853,0,4675,18,17152,4675,0,4676,18,17408,4676,1,0,1606,256,0,4677,
2016-09-19T06:01:48.843665,0,1614,256,0,4685,18,19712,4685,0,4686,18,19968,4686,1,0,1616,
2016-09-19T07:27:08.976478,22016,4694,1,0,1624,256,0,4695,18,22272,4695,0,4696,18,22528,4696,
2016-08-22T14:28:28.835853,4704,18,24576,256,6,25089,0,18,24832,4705,18,24832,18,25088,4706,18,
2016-09-19T10:09:16.976478,26880,18,27136,4714,18,27136,256,6,27649,0,18,27392,4715,18,27392,18,
2016-08-22T14:32:20.835853,4820,18,54272,256,6,54785,0,18,54528,4821,18,54528,18,54784,4822,18,
2016-09-20T02:39:08.976478,56576,18,56832,4830,18,56832,256,6,57345,0,18,57088,4831,18,57088,18,
2016-08-22T12:56:36.843665,0,19,39680,5019,19,39680,19,39936,5020,19,39936,256,7,40449,0,19,
2016-09-21T07:14:20.984291,42496,5030,1,0,1960,256,0,5031,19,42752,5031,0,5032,19,43008,5032,
2016-08-22T14:39:40.835853,5040,19,45056,256,7,45569,0,19,45312,5041,19,45312,19,45568,5042,19,
2016-09-21T09:56:28.984291,47360,19,47616,5050,19,47616,256,7,48129,0,19,47872,5051,19,47872,19,
2016-09-22T09:24:28.992103,24064,256,8,24577,0,20,24320,5215,20,24320,20,24576,5216,20,24576,256,
2016-09-04T06:12:30.835853,0,5225,20,26880,5225,0,5226,20,27136,5226,1,0,2156,256,0,5227,
2016-09-22T12:15:08.843665,0,2164,256,0,5235,20,29440,5235,0,5236,20,29696,5236,1,0,2166,
2016-09-22T13:40:28.992103,31744,5244,1,0,2174,256,0,5245,20,32000,5245,0,5246,20,32256,5246,
2016-08-22T14:46:48.835853,5254,20,34304,256,8,34817,0,20,34560,5255,20,34560,20,34816,5256,20,
2016-09-22T16:22:36.992103,36608,20,36864,5264,20,36864,256,8,37377,0,20,37120,5265,20,37120,20,
2016-08-24T00:16:12.906165,6145,0,21,5888,5399,21,5888,21,6144,5400,21,6144,256,9,6657,0,
2016-09-23T12:59:56.999915,8192,256,9,8705,0,21,8448,5409,21,8448,21,8704,5410,21,8704,256,
2016-09-05T09:47:58.835853,0,5419,21,11008,5419,0,5420,21,11264,5420,1,0,2350,256,0,5421,
2016-09-23T15:50:36.843665,0,2358,256,0,5429,21,13568,5429,0,5430,21,13824,5430,1,0,2360,
2016-09-23T17:15:56.999915,15872,5438,1,0,2368,256,0,5439,21,16128,5439,0,5440,21,16384,5440,
2016-08-22T14:53:16.835853,5448,21,18432,256,9,18945,0,21,18688,5449,21,18688,21,18944,5450,21,
2016-09-23T19:58:04.999915,20736,21,20992,5458,21,20992,256,9,21505,0,21,21248,5459,21,21248,21,
2016-08-22T11:52:24.187415,21,44288,5549,0,5550,21,44544,5550,1,0,2480,256,0,5551,21,44800,
2016-09-24T10:37:00.999915,47104,5560,1,0,2490,256,0,5561,21,47360,5561,0,5562,21,47616,5562,
2016-08-22T14:57:20.835853,5570,21,49664,256,9,50177,0,21,49920,5571,21,49920,21,50176,5572,21,
2016-09-24T13:19:08.999915,51968,21,52224,5580,21,52224,256,9,52737,0,21,52480,5581,21,52480,21,
2016-08-24T00:16:12.913978,32769,0,22,32512,5759,22,32512,22,32768,5760,22,32768,256,10,33281,0,
2016-09-25T16:11:57.007728,34816,256,10,35329,0,22,35072,5769,22,35072,22,35328,5770,22,35328,256,
2016-09-07T12:59:58.835853,0,5779,22,37632,5779,0,5780,22,37888,5780,1,0,2710,256,0,5781,
2016-09-25T19:02:36.843665,0,2718,256,0,5789,22,40192,5789,0,5790,22,40448,5790,1,0,2720,
2016-09-25T20:27:57.007728,42496,5798,1,0,2728,256,0,5799,22,42752,5799,0,5800,22,43008,5800,
2016-08-22T15:05:16.835853,5808,22,45056,256,10,45569,0,22,45312,5809,22,45312,22,45568,5810,22,
2016-09-25T23:10:05.007728,47360,22,47616,5818,22,47616,256,10,48129,0,22,47872,5819,22,47872,22,
2016-09-26T22:55:09.015541,24576,256,11,25089,0,23,24832,5985,23,24832,23,25088,5986,23,25088,256,
2016-09-08T19:43:10.835853,0,5995,23,27392,5995,0,5996,23,27648,5996,1,0,2926,256,0,5997,
2016-09-27T01:45:48.843665,0,2934,256,0,6005,23,29952,6005,0,6006,23,30208,6006,1,0,2936,
2016-09-27T03:11:09.015541,32256,6014,1,0,2944,256,0,6015,23,32512,6015,0,6016,23,32768,6016,
2016-08-22T15:12:28.835853,6024,23,34816,256,11,35329,0,23,35072,6025,23,35072,23,35328,6026,23,
2016-09-27T05:53:17.015541,37120,23,37376,6034,23,37376,256,11,37889,0,23,37632,6035,23,37632,23,
2016-09-28T01:39:24.843665,0,3102,256,0,6173,24,7424,6173,0,6174,24,7680,6174,1,0,3104,
2016-09-28T03:04:45.023353,9728,6182,1,0,3112,256,0,6183,24,9984,6183,0,6184,24,10240,6184,
2016-08-22T15:18:04.835853,6192,24,12288,256,12,12801,0,24,12544,6193,24,12544,24,12800,6194,24,
2016-09-28T05:46:53.023353,14592,24,14848,6202,24,14848,256,12,15361,0,24,15104,6203,24,15104,24,
2016-09-28T17:01:01.023353,34816,6280,1,0,3210,256,0,6281,24,35072,6281,0,6282,24,35328,6282,
2016-08-22T15:21:20.835853,6290,24,37376,256,12,37889,0,24,37632,6291,24,37632,24,37888,6292,24,
2016-09-28T19:43:09.023353,39680,24,39936,6300,24,39936,256,12,40449,0,24,40192,6301,24,40192,24,
2016-09-29T16:54:37.031165,12288,6448,1,0,3378,256,0,6449,25,12544,6449,0,6450,25,12800,6450,
2016-08-22T15:26:56.835853,6458,25,14848,256,13,15361,0,25,15104,6459,25,15104,25,15360,6460,25,
2016-09-29T19:36:45.031165,17152,25,17408,6468,25,17408,256,13,17921,0,25,17664,6469,25,17664,25,
2016-08-24T00:16:12.937415,39425,0,25,39168,6553,25,39168,25,39424,6554,25,39424,256,13,39937,0,
2016-09-30T09:07:25.031165,41472,256,13,41985,0,25,41728,6563,25,41728,25,41984,6564,25,41984,256,
2016-09-12T05:55:26.835853,0,6573,25,44288,6573,0,6574,25,44544,6574,1,0,3504,256,0,6575,
2016-09-30T11:58:04.843665,0,3512,256,0,6583,25,46848,6583,0,6584,25,47104,6584,1,0,3514,
2016-09-30T13:23:25.031165,49152,6592,1,0,3522,256,0,6593,25,49408,6593,0,6594,25,49664,6594,
2016-08-22T15:31:44.835853,6602,25,51712,256,13,52225,0,25,51968,6603,25,51968,25,52224,6604,25,
2016-09-30T16:05:33.031165,54016,25,54272,6612,25,54272,256,13,54785,0,25,54528,6613,25,54528,25,
2016-08-22T11:52:33.953041,26,36608,6799,0,6800,26,36864,6800,1,0,3730,256,0,6801,26,37120,
2016-10-01T20:23:41.038978,39424,6810,1,0,3740,256,0,6811,26,39680,6811,0,6812,26,39936,6812,
2016-08-22T15:39:00.835853,6820,26,41984,256,14,42497,0,26,42240,6821,26,42240,26,42496,6822,26,
2016-10-01T23:05:49.038978,44288,26,44544,6830,26,44544,256,14,45057,0,26,44800,6831,26,44800,26,
2016-08-22T14:02:20.843665,0,27,20224,6991,27,20224,27,20480,6992,27,20480,256,15,20993,0,27,
2016-10-02T23:42:05.046791,23040,7002,1,0,3932,256,0,7003,27,23296,7003,0,7004,27,23552,7004,
2016-08-22T15:45:24.835853,7012,27,25600,256,15,26113,0,27,25856,7013,27,25856,27,26112,7014,27,
2016-10-03T02:24:13.046791,27904,27,28160,7022,27,28160,256,15,28673,0,27,28416,7023,27,28416,27,
2016-10-03T19:02:37.046791,57856,256,15,58369,0,27,58112,7139,27,58112,27,58368,7140,27,58368,256,
2016-09-15T15:50:38.835853,0,7149,27,60672,7149,0,7150,27,60928,7150,1,0,4080,256,0,7151,
2016-10-03T21:53:16.843665,0,4088,256,0,7159,27,63232,7159,0,7160,27,63488,7160,1,0,4090,
2016-10-03T23:18:37.054603,0,7168,1,0,4098,256,0,7169,28,256,7169,0,7170,28,512,7170,
2016-08-22T15:50:56.835853,7178,28,2560,256,16,3073,0,28,2816,7179,28,2816,28,3072,7180,28,
2016-10-04T02:00:45.054603,4864,28,5120,7188,28,5120,256,16,5633,0,28,5376,7189,28,5376,28,
2016-10-04T09:50:05.054603,18944,7242,1,0,4172,256,0,7243,28,19200,7243,0,7244,28,19456,7244,
2016-08-22T15:53:24.835853,7252,28,21504,256,16,22017,0,28,21760,7253,28,21760,28,22016,7254,28,
2016-10-04T12:32:13.054603,23808,28,24064,7262,28,24064,256,16,24577,0,28,24320,7263,28,24320,28,
2016-08-22T15:57:14.835853,7367,28,50944,28,51200,7368,28,51200,256,16,51713,0,28,51456,7369,28,
2016-08-22T14:15:12.843665,0,28,53504,7377,28,53504,28,53760,7378,28,53760,256,16,54273,0,28,
2016-10-05T06:35:57.054603,56320,7388,1,0,4318,256,0,7389,28,56576,7389,0,7390,28,56832,7390,
2016-08-22T15:58:16.835853,7398,28,58880,256,16,59393,0,28,59136,7399,28,59136,28,59392,7400,28,
2016-10-05T09:18:05.054603,61184,28,61440,7408,28,61440,256,16,61953,0,28,61696,7409,28,61696,28,
2016-10-06T15:10:05.062415,49408,29,49664,7618,29,49664,256,17,50177,0,29,49920,7619,29,49920,29,
2016-09-19T12:00:14.835853,0,7797,30,29952,7797,0,7798,30,30208,7798,1,0,4728,256,0,7799,
2016-10-07T18:02:52.843665,0,4736,256,0,7807,30,32512,7807,0,7808,30,32768,7808,1,0,4738,
2016-10-07T19:28:13.070228,34816,7816,1,0,4746,256,0,7817,30,35072,7817,0,7818,30,35328,7818,
2016-08-22T16:12:32.835853,7826,30,37376,256,18,37889,0,30,37632,7827,30,37632,30,37888,7828,30,
2016-10-07T22:10:21.070228,39680,30,39936,7836,30,39936,256,18,40449,0,30,40192,7837,30,40192,30,
2016-10-09T04:27:56.843665,0,4978,256,0,8049,31,28928,8049,0,8050,31,29184,8050,1,0,4980,
2016-10-09T05:53:17.078041,31232,8058,1,0,4988,256,0,8059,31,31488,8059,0,8060,31,31744,8060,
2016-08-22T16:20:36.835853,8068,31,33792,256,19,34305,0,31,34048,8069,31,34048,31,34304,8070,31,
2016-10-09T08:35:25.078041,36096,31,36352,8078,31,36352,256,19,36865,0,31,36608,8079,31,36608,31,
2016-10-10T04:55:41.085853,7168,256,20,7681,0,32,7424,8221,32,7424,32,7680,8222,32,7680,256,
2016-09-22T01:43:42.835853,0,8231,32,9984,8231,0,8232,32,10240,8232,1,0,5162,256,0,8233,
2016-10-10T07:46:20.843665,0,5170,256,0,8241,32,12544,8241,0,8242,32,12800,8242,1,0,5172,
2016-10-10T09:11:41.085853,14848,8250,1,0,5180,256,0,8251,32,15104,8251,0,8252,32,15360,8252,
2016-08-22T16:27:00.835853,8260,32,17408,256,20,17921,0,32,17664,8261,32,17664,32,17920,8262,32,
2016-10-10T11:53:49.085853,19712,32,19968,8270,32,19968,256,20,20481,0,32,20224,8271,32,20224,32,
2016-10-11T01:50:05.085853,44800,8367,0,8368,32,45056,8368,1,0,5298,256,0,8369,32,45312,8369,
2016-09-22T22:29:34.835853,0,8377,32,47360,8377,0,8378,32,47616,8378,1,0,5308,256,0,8379,
2016-10-11T04:32:12.843665,0,5316,256,0,8387,32,49920,8387,0,8388,32,50176,8388,1,0,5318,
2016-10-11T05:57:33.085853,52224,8396,1,0,5326,256,0,8397,32,52480,8397,0,8398,32,52736,8398,
2016-08-22T16:31:52.835853,8406,32,54784,256,20,55297,0,32,55040,8407,32,55040,32,55296,8408,32,
2016-10-11T08:39:41.085853,57088,32,57344,8416,32,57344,256,20,57857,0,32,57600,8417,32,57600,32,
2016-08-22T16:38:54.835853,8617,33,43264,33,43520,8618,33,43520,256,21,44033,0,33,43776,8619,33,
2016-08-22T14:56:52.843665,0,33,45824,8627,33,45824,33,46080,8628,33,46080,256,21,46593,0,33,
2016-10-12T16:22:37.093665,48640,8638,1,0,5568,256,0,8639,33,48896,8639,0,8640,33,49152,8640,
2016-08-22T16:39:56.835853,8648,33,51200,256,21,51713,0,33,51456,8649,33,51456,33,51712,8650,33,
2016-10-12T19:04:45.093665,53504,33,53760,8658,33,53760,256,21,54273,0,33,54016,8659,33,54016,33,
