Time,Delay/Advance Val,ICU packet checksum,ICU command count,sync_pulse_count
2016-09-21T07:14:20.984291,19,5035,43776,0,
2016-08-22T14:39:40.835853,46336,19,5045,181,
2016-09-21T09:56:28.984291,49153,256,0,0,
2016-09-22T09:24:28.992103,20,5219,25344,0,
2016-09-04T06:12:30.835853,28160,20,5230,110,
2016-09-22T12:15:08.843665,0,20,5240,120,
2016-09-22T13:40:28.992103,20,5249,33024,0,
2016-08-22T14:46:48.835853,35584,20,5259,139,
2016-09-22T16:22:36.992103,38401,256,0,0,
2016-08-24T00:16:12.906165,7168,21,5404,28,
2016-09-23T12:59:56.999915,21,5413,9472,0,
2016-09-05T09:47:58.835853,12288,21,5424,48,
2016-09-23T15:50:36.843665,0,21,5434,58,
2016-09-23T17:15:56.999915,21,5443,17152,0,
2016-08-22T14:53:16.835853,19712,21,5453,77,
2016-09-23T19:58:04.999915,22529,256,0,0,
2016-08-22T11:52:24.187415,1,256,0,0,
2016-09-24T10:37:00.999915,21,5565,48384,0,
2016-08-22T14:57:20.835853,50944,21,5575,199,
2016-09-24T13:19:08.999915,53761,256,0,0,
2016-08-24T00:16:12.913978,33792,22,5764,132,
2016-09-25T16:11:57.007728,22,5773,36096,0,
2016-09-07T12:59:58.835853,38912,22,5784,152,
2016-09-25T19:02:36.843665,0,22,5794,162,
2016-09-25T20:27:57.007728,22,5803,43776,0,
2016-08-22T15:05:16.835853,46336,22,5813,181,
2016-09-25T23:10:05.007728,49153,256,0,0,
2016-09-26T22:55:09.015541,23,5989,25856,0,
2016-09-08T19:43:10.835853,28672,23,6000,112,
2016-09-27T01:45:48.843665,0,23,6010,122,
2016-09-27T03:11:09.015541,23,6019,33536,0,
2016-08-22T15:12:28.835853,36096,23,6029,141,
2016-09-27T05:53:17.015541,38913,256,0,0,
2016-09-28T01:39:24.843665,0,24,6178,34,
2016-09-28T03:04:45.023353,24,6187,11008,0,
2016-08-22T15:18:04.835853,13568,24,6197,53,
2016-09-28T05:46:53.023353,16385,256,0,0,
2016-09-28T17:01:01.023353,24,6285,36096,0,
2016-08-22T15:21:20.835853,38656,24,6295,151,
2016-09-28T19:43:09.023353,41473,256,0,0,
2016-09-29T16:54:37.031165,25,6453,13568,0,
2016-08-22T15:26:56.835853,16128,25,6463,63,
2016-09-29T19:36:45.031165,18945,256,0,0,
2016-08-24T00:16:12.937415,40448,25,6558,158,
2016-09-30T09:07:25.031165,25,6567,42752,0,
2016-09-12T05:55:26.835853,45568,25,6578,178,
2016-09-30T11:58:04.843665,0,25,6588,188,
2016-09-30T13:23:25.031165,25,6597,50432,0,
2016-08-22T15:31:44.835853,52992,25,6607,207,
2016-09-30T16:05:33.031165,55809,256,0,0,
2016-08-22T11:52:33.953041,1,256,0,0,
2016-10-01T20:23:41.038978,26,6815,40704,0,
2016-08-22T15:39:00.835853,43264,26,6825,169,
2016-10-01T23:05:49.038978,46081,256,0,0,
2016-08-22T14:02:20.843665,6996,21504,27,27,
2016-10-02T23:42:05.046791,27,7007,24320,0,
2016-08-22T15:45:24.835853,26880,27,7017,105,
2016-10-03T02:24:13.046791,29697,256,0,0,
2016-10-03T19:02:37.046791,27,7143,59136,0,
2016-09-15T15:50:38.835853,61952,27,7154,242,
2016-10-03T21:53:16.843665,0,27,7164,252,
2016-10-03T23:18:37.054603,28,7173,1280,0,
2016-08-22T15:50:56.835853,3840,28,7183,15,
2016-10-04T02:00:45.054603,6657,256,0,0,
2016-10-04T09:50:05.054603,28,7247,20224,0,
2016-08-22T15:53:24.835853,22784,28,7257,89,
2016-10-04T12:32:13.054603,25601,256,0,0,
2016-08-22T15:57:14.835853,256,0,16,16,
2016-08-22T14:15:12.843665,7382,54784,28,28,
2016-10-05T06:35:57.054603,28,7393,57600,0,
2016-08-22T15:58:16.835853,60160,28,7403,235,
2016-10-05T09:18:05.054603,62977,256,0,0,
2016-10-06T15:10:05.062415,51201,256,0,0,
2016-09-19T12:00:14.835853,31232,30,7802,122,
2016-10-07T18:02:52.843665,0,30,7812,132,
2016-10-07T19:28:13.070228,30,7821,36096,0,
2016-08-22T16:12:32.835853,38656,30,7831,151,
2016-10-07T22:10:21.070228,41473,256,0,0,
2016-10-09T04:27:56.843665,0,31,8054,118,
2016-10-09T05:53:17.078041,31,8063,32512,0,
2016-08-22T16:20:36.835853,35072,31,8073,137,
2016-10-09T08:35:25.078041,37889,256,0,0,
2016-10-10T04:55:41.085853,32,8225,8448,0,
2016-09-22T01:43:42.835853,11264,32,8236,44,
2016-10-10T07:46:20.843665,0,32,8246,54,
2016-10-10T09:11:41.085853,32,8255,16128,0,
2016-08-22T16:27:00.835853,18688,32,8265,73,
2016-10-10T11:53:49.085853,21505,256,0,0,
2016-10-11T01:50:05.085853,0,20,5302,182,
2016-09-22T22:29:34.835853,48640,32,8382,190,
2016-10-11T04:32:12.843665,0,32,8392,200,
2016-10-11T05:57:33.085853,32,8401,53504,0,
2016-08-22T16:31:52.835853,56064,32,8411,219,
2016-10-11T08:39:41.085853,58881,256,0,0,
2016-08-22T16:38:54.835853,256,0,21,21,
2016-08-22T14:56:52.843665,8632,47104,33,33,
2016-10-12T16:22:37.093665,33,8643,49920,0,
2016-08-22T16:39:56.835853,52480,33,8653,205,
2016-10-12T19:04:45.093665,55297,256,0,0,
