Time,I_FIB,I_FOB,I_FSC,I_P3V3,I_FIBH,I_FOBH,I_FSCH,I_P1V8,Temp,V_P2V4,V_P3V3,V_P12V,V_P8V,V_N8V,V_P5V,V_N5V
20160816T182045.274957,1,27499,27499,0,619,2,256,7,51456,1,27756,27756,0,620,2,256,
20160820T103317.290582,256,7,53760,1,30069,30069,0,629,2,256,7,54016,1,30326,30326,0,
20160816T182119.274957,1,31868,31868,0,636,2,256,7,55808,1,32125,32125,0,637,2,256,
20160820T125821.290582,256,7,58112,1,34438,34438,0,646,2,256,7,58368,1,34695,34695,0,
20160816T182153.274957,1,36237,36237,0,653,2,256,7,60160,1,36494,36494,0,654,2,256,
20160820T152325.290582,256,7,62464,1,38807,38807,0,663,2,256,7,62720,1,39064,39064,0,
20160816T182227.274957,1,40606,40606,0,670,2,256,7,64512,1,40863,40863,0,671,2,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T182245.274957,1,42919,42919,0,679,2,256,8,1280,1,43176,43176,0,680,2,256,
20160820T190517.290582,256,8,3584,1,45489,45489,0,689,2,256,8,3840,1,45746,45746,0,
20160816T182319.274957,1,47288,47288,0,696,2,256,8,5632,1,47545,47545,0,697,2,256,
20160820T213021.290582,256,8,7936,1,49858,49858,0,706,2,256,8,8192,1,50115,50115,0,
20160816T182353.274957,1,51657,51657,0,713,2,256,8,9984,1,51914,51914,0,714,2,256,
20160820T235525.290582,256,8,12288,1,54227,54227,0,723,2,256,8,12544,1,54484,54484,0,
20160816T182427.274957,1,56026,56026,0,730,2,256,8,14336,1,56283,56283,0,731,2,256,
20160821T022029.290582,256,8,16640,1,58596,58596,0,740,2,256,8,16896,1,58853,58853,0,
20160816T182501.274957,1,60395,60395,0,747,2,256,8,18688,1,60652,60652,0,748,2,256,
20160821T044533.290582,256,8,20992,1,62965,62965,0,757,2,256,8,21248,1,63222,63222,0,
20160816T182535.274957,1,64764,64764,0,764,2,256,8,23040,1,65021,65021,0,765,2,256,
20160821T071037.298395,256,8,25344,1,1542,1542,0,774,3,256,8,25600,1,1799,1799,0,
20160816T182609.274957,1,3341,3341,0,781,3,256,8,27392,1,3598,3598,0,782,3,256,
20160821T093541.298395,256,8,29696,1,5911,5911,0,791,3,256,8,29952,1,6168,6168,0,
20160816T182643.274957,1,7710,7710,0,798,3,256,8,31744,1,7967,7967,0,799,3,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T182701.274957,1,10023,10023,0,807,3,256,8,34048,1,10280,10280,0,808,3,256,
20160821T131733.298395,256,8,36352,1,12593,12593,0,817,3,256,8,36608,1,12850,12850,0,
20160816T182735.274957,1,14392,14392,0,824,3,256,8,38400,1,14649,14649,0,825,3,256,
20160821T154237.298395,256,8,40704,1,16962,16962,0,834,3,256,8,40960,1,17219,17219,0,
20160816T182809.274957,1,18761,18761,0,841,3,256,8,42752,1,19018,19018,0,842,3,256,
20160821T180741.298395,256,8,45056,1,21331,21331,0,851,3,256,8,45312,1,21588,21588,0,
20160816T182843.274957,1,23130,23130,0,858,3,256,8,47104,1,23387,23387,0,859,3,256,
20160821T203245.298395,256,8,49408,1,25700,25700,0,868,3,256,8,49664,1,25957,25957,0,
20160816T182917.274957,1,27499,27499,0,875,3,256,8,51456,1,27756,27756,0,876,3,256,
20160821T225749.298395,256,8,53760,1,30069,30069,0,885,3,256,8,54016,1,30326,30326,0,
20160816T182951.274957,1,31868,31868,0,892,3,256,8,55808,1,32125,32125,0,893,3,256,
20160822T012253.298395,256,8,58112,1,34438,34438,0,902,3,256,8,58368,1,34695,34695,0,
20160816T183025.274957,1,36237,36237,0,909,3,256,8,60160,1,36494,36494,0,910,3,256,
20160822T034757.298395,256,8,62464,1,38807,38807,0,919,3,256,8,62720,1,39064,39064,0,
20160816T183059.274957,1,40606,40606,0,926,3,256,8,64512,1,40863,40863,0,927,3,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T183117.274957,1,42919,42919,0,935,3,256,9,1280,1,43176,43176,0,936,3,256,
20160822T072949.298395,256,9,3584,1,45489,45489,0,945,3,256,9,3840,1,45746,45746,0,
20160816T183151.274957,1,47288,47288,0,952,3,256,9,5632,1,47545,47545,0,953,3,256,
20160822T095453.298395,256,9,7936,1,49858,49858,0,962,3,256,9,8192,1,50115,50115,0,
20160816T183225.274957,1,51657,51657,0,969,3,256,9,9984,1,51914,51914,0,970,3,256,
20160822T121957.298395,256,9,12288,1,54227,54227,0,979,3,256,9,12544,1,54484,54484,0,
20160816T183259.274957,1,56026,56026,0,986,3,256,9,14336,1,56283,56283,0,987,3,256,
20160822T144501.298395,256,9,16640,1,58596,58596,0,996,3,256,9,16896,1,58853,58853,0,
20160816T183333.274957,1,60395,60395,0,1003,3,256,9,18688,1,60652,60652,0,1004,3,256,
20160822T171005.298395,256,9,20992,1,62965,62965,0,1013,3,256,9,21248,1,63222,63222,0,
20160816T183407.274957,1,64764,64764,0,1020,3,256,9,23040,1,65021,65021,0,1021,3,256,
20160822T193509.306207,256,9,25344,1,1542,1542,0,1030,4,256,9,25600,1,1799,1799,0,
20160816T183441.274957,1,3341,3341,0,1037,4,256,9,27392,1,3598,3598,0,1038,4,256,
20160822T220013.306207,256,9,29696,1,5911,5911,0,1047,4,256,9,29952,1,6168,6168,0,
20160816T183515.274957,1,7710,7710,0,1054,4,256,9,31744,1,7967,7967,0,1055,4,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T183533.274957,1,10023,10023,0,1063,4,256,9,34048,1,10280,10280,0,1064,4,256,
20160823T014205.306207,256,9,36352,1,12593,12593,0,1073,4,256,9,36608,1,12850,12850,0,
20160816T183607.274957,1,14392,14392,0,1080,4,256,9,38400,1,14649,14649,0,1081,4,256,
20160823T040709.306207,256,9,40704,1,16962,16962,0,1090,4,256,9,40960,1,17219,17219,0,
20160816T183641.274957,1,18761,18761,0,1097,4,256,9,42752,1,19018,19018,0,1098,4,256,
20160823T063213.306207,256,9,45056,1,21331,21331,0,1107,4,256,9,45312,1,21588,21588,0,
20160816T183715.274957,1,23130,23130,0,1114,4,256,9,47104,1,23387,23387,0,1115,4,256,
20160823T085717.306207,256,9,49408,1,25700,25700,0,1124,4,256,9,49664,1,25957,25957,0,
20160816T183749.274957,1,27499,27499,0,1131,4,256,9,51456,1,27756,27756,0,1132,4,256,
20160823T112221.306207,256,9,53760,1,30069,30069,0,1141,4,256,9,54016,1,30326,30326,0,
20160816T183823.274957,1,31868,31868,0,1148,4,256,9,55808,1,32125,32125,0,1149,4,256,
20160823T134725.306207,256,9,58112,1,34438,34438,0,1158,4,256,9,58368,1,34695,34695,0,
20160816T183857.274957,1,36237,36237,0,1165,4,256,9,60160,1,36494,36494,0,1166,4,256,
20160823T161229.306207,256,9,62464,1,38807,38807,0,1175,4,256,9,62720,1,39064,39064,0,
20160816T183931.274957,1,40606,40606,0,1182,4,256,9,64512,1,40863,40863,0,1183,4,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T183949.274957,1,42919,42919,0,1191,4,256,10,1280,1,43176,43176,0,1192,4,256,
20160823T195421.306207,256,10,3584,1,45489,45489,0,1201,4,256,10,3840,1,45746,45746,0,
20160816T184023.274957,1,47288,47288,0,1208,4,256,10,5632,1,47545,47545,0,1209,4,256,
20160823T221925.306207,256,10,7936,1,49858,49858,0,1218,4,256,10,8192,1,50115,50115,0,
20160816T184057.274957,1,51657,51657,0,1225,4,256,10,9984,1,51914,51914,0,1226,4,256,
20160824T004429.306207,256,10,12288,1,54227,54227,0,1235,4,256,10,12544,1,54484,54484,0,
20160816T184131.274957,1,56026,56026,0,1242,4,256,10,14336,1,56283,56283,0,1243,4,256,
20160824T030933.306207,256,10,16640,1,58596,58596,0,1252,4,256,10,16896,1,58853,58853,0,
20160816T184205.274957,1,60395,60395,0,1259,4,256,10,18688,1,60652,60652,0,1260,4,256,
20160824T053437.306207,256,10,20992,1,62965,62965,0,1269,4,256,10,21248,1,63222,63222,0,
20160816T184239.274957,1,64764,64764,0,1276,4,256,10,23040,1,65021,65021,0,1277,4,256,
20160824T075941.314019,256,10,25344,1,1542,1542,0,1286,5,256,10,25600,1,1799,1799,0,
20160816T184313.274957,1,3341,3341,0,1293,5,256,10,27392,1,3598,3598,0,1294,5,256,
20160824T102445.314019,256,10,29696,1,5911,5911,0,1303,5,256,10,29952,1,6168,6168,0,
20160816T184347.274957,1,7710,7710,0,1310,5,256,10,31744,1,7967,7967,0,1311,5,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T184405.274957,1,10023,10023,0,1319,5,256,10,34048,1,10280,10280,0,1320,5,256,
20160824T140637.314019,256,10,36352,1,12593,12593,0,1329,5,256,10,36608,1,12850,12850,0,
20160816T184439.274957,1,14392,14392,0,1336,5,256,10,38400,1,14649,14649,0,1337,5,256,
20160824T163141.314019,256,10,40704,1,16962,16962,0,1346,5,256,10,40960,1,17219,17219,0,
20160816T184513.274957,1,18761,18761,0,1353,5,256,10,42752,1,19018,19018,0,1354,5,256,
20160824T185645.314019,256,10,45056,1,21331,21331,0,1363,5,256,10,45312,1,21588,21588,0,
20160816T184547.274957,1,23130,23130,0,1370,5,256,10,47104,1,23387,23387,0,1371,5,256,
20160824T212149.314019,256,10,49408,1,25700,25700,0,1380,5,256,10,49664,1,25957,25957,0,
20160816T184621.274957,1,27499,27499,0,1387,5,256,10,51456,1,27756,27756,0,1388,5,256,
20160824T234653.314019,256,10,53760,1,30069,30069,0,1397,5,256,10,54016,1,30326,30326,0,
20160816T184655.274957,1,31868,31868,0,1404,5,256,10,55808,1,32125,32125,0,1405,5,256,
20160825T021157.314019,256,10,58112,1,34438,34438,0,1414,5,256,10,58368,1,34695,34695,0,
20160816T184729.274957,1,36237,36237,0,1421,5,256,10,60160,1,36494,36494,0,1422,5,256,
20160825T043701.314019,256,10,62464,1,38807,38807,0,1431,5,256,10,62720,1,39064,39064,0,
20160816T184803.274957,1,40606,40606,0,1438,5,256,10,64512,1,40863,40863,0,1439,5,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T184821.274957,1,42919,42919,0,1447,5,256,11,1280,1,43176,43176,0,1448,5,256,
20160825T081853.314019,256,11,3584,1,45489,45489,0,1457,5,256,11,3840,1,45746,45746,0,
20160816T184855.274957,1,47288,47288,0,1464,5,256,11,5632,1,47545,47545,0,1465,5,256,
20160825T104357.314019,256,11,7936,1,49858,49858,0,1474,5,256,11,8192,1,50115,50115,0,
20160816T184929.274957,1,51657,51657,0,1481,5,256,11,9984,1,51914,51914,0,1482,5,256,
20160825T130901.314019,256,11,12288,1,54227,54227,0,1491,5,256,11,12544,1,54484,54484,0,
20160816T185003.274957,1,56026,56026,0,1498,5,256,11,14336,1,56283,56283,0,1499,5,256,
20160825T153405.314019,256,11,16640,1,58596,58596,0,1508,5,256,11,16896,1,58853,58853,0,
20160816T185037.274957,1,60395,60395,0,1515,5,256,11,18688,1,60652,60652,0,1516,5,256,
20160825T175909.314019,256,11,20992,1,62965,62965,0,1525,5,256,11,21248,1,63222,63222,0,
20160816T185111.274957,1,64764,64764,0,1532,5,256,11,23040,1,65021,65021,0,1533,5,256,
20160825T202413.321832,256,11,25344,1,1542,1542,0,1542,6,256,11,25600,1,1799,1799,0,
20160816T185145.274957,1,3341,3341,0,1549,6,256,11,27392,1,3598,3598,0,1550,6,256,
20160825T224917.321832,256,11,29696,1,5911,5911,0,1559,6,256,11,29952,1,6168,6168,0,
20160816T185219.274957,1,7710,7710,0,1566,6,256,11,31744,1,7967,7967,0,1567,6,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T185237.274957,1,10023,10023,0,1575,6,256,11,34048,1,10280,10280,0,1576,6,256,
20160826T023109.321832,256,11,36352,1,12593,12593,0,1585,6,256,11,36608,1,12850,12850,0,
20160816T185311.274957,1,14392,14392,0,1592,6,256,11,38400,1,14649,14649,0,1593,6,256,
20160826T045613.321832,256,11,40704,1,16962,16962,0,1602,6,256,11,40960,1,17219,17219,0,
20160816T185345.274957,1,18761,18761,0,1609,6,256,11,42752,1,19018,19018,0,1610,6,256,
20160826T072117.321832,256,11,45056,1,21331,21331,0,1619,6,256,11,45312,1,21588,21588,0,
20160816T185419.274957,1,23130,23130,0,1626,6,256,11,47104,1,23387,23387,0,1627,6,256,
20160826T094621.321832,256,11,49408,1,25700,25700,0,1636,6,256,11,49664,1,25957,25957,0,
20160816T185453.274957,1,27499,27499,0,1643,6,256,11,51456,1,27756,27756,0,1644,6,256,
20160826T121125.321832,256,11,53760,1,30069,30069,0,1653,6,256,11,54016,1,30326,30326,0,
20160816T185527.274957,1,31868,31868,0,1660,6,256,11,55808,1,32125,32125,0,1661,6,256,
20160826T143629.321832,256,11,58112,1,34438,34438,0,1670,6,256,11,58368,1,34695,34695,0,
20160816T185601.274957,1,36237,36237,0,1677,6,256,11,60160,1,36494,36494,0,1678,6,256,
20160826T170133.321832,256,11,62464,1,38807,38807,0,1687,6,256,11,62720,1,39064,39064,0,
20160816T185635.274957,1,40606,40606,0,1694,6,256,11,64512,1,40863,40863,0,1695,6,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T185653.274957,1,42919,42919,0,1703,6,256,12,1280,1,43176,43176,0,1704,6,256,
20160826T204325.321832,256,12,3584,1,45489,45489,0,1713,6,256,12,3840,1,45746,45746,0,
20160816T185727.274957,1,47288,47288,0,1720,6,256,12,5632,1,47545,47545,0,1721,6,256,
20160826T230829.321832,256,12,7936,1,49858,49858,0,1730,6,256,12,8192,1,50115,50115,0,
20160816T185801.274957,1,51657,51657,0,1737,6,256,12,9984,1,51914,51914,0,1738,6,256,
20160827T013333.321832,256,12,12288,1,54227,54227,0,1747,6,256,12,12544,1,54484,54484,0,
20160816T185835.274957,1,56026,56026,0,1754,6,256,12,14336,1,56283,56283,0,1755,6,256,
20160827T035837.321832,256,12,16640,1,58596,58596,0,1764,6,256,12,16896,1,58853,58853,0,
20160816T185909.274957,1,60395,60395,0,1771,6,256,12,18688,1,60652,60652,0,1772,6,256,
20160827T062341.321832,256,12,20992,1,62965,62965,0,1781,6,256,12,21248,1,63222,63222,0,
20160816T185943.274957,1,64764,64764,0,1788,6,256,12,23040,1,65021,65021,0,1789,6,256,
20160827T084845.329645,256,12,25344,1,1542,1542,0,1798,7,256,12,25600,1,1799,1799,0,
20160816T190017.274957,1,3341,3341,0,1805,7,256,12,27392,1,3598,3598,0,1806,7,256,
20160827T111349.329645,256,12,29696,1,5911,5911,0,1815,7,256,12,29952,1,6168,6168,0,
20160816T190051.274957,1,7710,7710,0,1822,7,256,12,31744,1,7967,7967,0,1823,7,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T190109.274957,1,10023,10023,0,1831,7,256,12,34048,1,10280,10280,0,1832,7,256,
20160827T145541.329645,256,12,36352,1,12593,12593,0,1841,7,256,12,36608,1,12850,12850,0,
20160816T190143.274957,1,14392,14392,0,1848,7,256,12,38400,1,14649,14649,0,1849,7,256,
20160827T172045.329645,256,12,40704,1,16962,16962,0,1858,7,256,12,40960,1,17219,17219,0,
20160816T190217.274957,1,18761,18761,0,1865,7,256,12,42752,1,19018,19018,0,1866,7,256,
20160827T194549.329645,256,12,45056,1,21331,21331,0,1875,7,256,12,45312,1,21588,21588,0,
20160816T190251.274957,1,23130,23130,0,1882,7,256,12,47104,1,23387,23387,0,1883,7,256,
20160827T221053.329645,256,12,49408,1,25700,25700,0,1892,7,256,12,49664,1,25957,25957,0,
20160816T190325.274957,1,27499,27499,0,1899,7,256,12,51456,1,27756,27756,0,1900,7,256,
20160828T003557.329645,256,12,53760,1,30069,30069,0,1909,7,256,12,54016,1,30326,30326,0,
20160816T190359.274957,1,31868,31868,0,1916,7,256,12,55808,1,32125,32125,0,1917,7,256,
20160828T030101.329645,256,12,58112,1,34438,34438,0,1926,7,256,12,58368,1,34695,34695,0,
20160816T190433.274957,1,36237,36237,0,1933,7,256,12,60160,1,36494,36494,0,1934,7,256,
20160828T052605.329645,256,12,62464,1,38807,38807,0,1943,7,256,12,62720,1,39064,39064,0,
20160816T190507.274957,1,40606,40606,0,1950,7,256,12,64512,1,40863,40863,0,1951,7,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160828T075109.329645,256,13,1280,1,43176,43176,0,1960,7,256,13,1536,1,43433,43433,0,
20160816T190541.274957,1,44975,44975,0,1967,7,256,13,3328,1,45232,45232,0,1968,7,256,
20160828T101613.329645,256,13,5632,1,47545,47545,0,1977,7,256,13,5888,1,47802,47802,0,
20160816T190615.274957,1,49344,49344,0,1984,7,256,13,7680,1,49601,49601,0,1985,7,256,
20160828T124117.329645,256,13,9984,1,51914,51914,0,1994,7,256,13,10240,1,52171,52171,0,
20160816T190649.274957,1,53713,53713,0,2001,7,256,13,12032,1,53970,53970,0,2002,7,256,
20160828T150621.329645,256,13,14336,1,56283,56283,0,2011,7,256,13,14592,1,56540,56540,0,
20160816T190723.274957,1,58082,58082,0,2018,7,256,13,16384,1,58339,58339,0,2019,7,256,
20160828T173125.329645,256,13,18688,1,60652,60652,0,2028,7,256,13,18944,1,60909,60909,0,
20160816T190757.274957,1,62451,62451,0,2035,7,256,13,20736,1,62708,62708,0,2036,7,256,
20160828T195629.329645,256,13,23040,1,65021,65021,0,2045,7,256,13,23296,1,65278,65278,0,
20160816T190831.274957,1,1028,1028,0,2052,8,256,13,25088,1,1285,1285,0,2053,8,256,
20160828T222133.337457,256,13,27392,1,3598,3598,0,2062,8,256,13,27648,1,3855,3855,0,
20160816T190905.274957,1,5397,5397,0,2069,8,256,13,29440,1,5654,5654,0,2070,8,256,
20160829T004637.337457,256,13,31744,1,7967,7967,0,2079,8,256,13,32000,1,8224,8224,0,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T190939.274957,1,9766,9766,0,2086,8,256,13,33792,1,10023,10023,0,2087,8,256,
20160829T031141.337457,256,13,36096,1,12336,12336,0,2096,8,256,13,36352,1,12593,12593,0,
20160816T191013.274957,1,14135,14135,0,2103,8,256,13,38144,1,14392,14392,0,2104,8,256,
20160829T053645.337457,256,13,40448,1,16705,16705,0,2113,8,256,13,40704,1,16962,16962,0,
20160816T191047.274957,1,18504,18504,0,2120,8,256,13,42496,1,18761,18761,0,2121,8,256,
20160829T080149.337457,256,13,44800,1,21074,21074,0,2130,8,256,13,45056,1,21331,21331,0,
