Time,I_FIB,I_FOB,I_FSC,I_P3V3,I_FIBH,I_FOBH,I_FSCH,I_P1V8,Temp,V_P2V4,V_P3V3,V_P12V,V_P8V,V_N8V,V_P5V,V_N5V
20160817T105633.274957,1,7453,7453,0,30493,119,256,124,31488,1,7710,7710,0,30494,119,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T105651.274957,1,9766,9766,0,30502,119,256,124,33792,1,10023,10023,0,30503,119,256,
20170213T123454.204645,256,124,36096,1,12336,12336,0,30512,119,256,124,36352,1,12593,12593,0,
20160817T105725.274957,1,14135,14135,0,30519,119,256,124,38144,1,14392,14392,0,30520,119,256,
20170213T145958.204645,256,124,40448,1,16705,16705,0,30529,119,256,124,40704,1,16962,16962,0,
20160817T105759.274957,1,18504,18504,0,30536,119,256,124,42496,1,18761,18761,0,30537,119,256,
20170213T172502.204645,256,124,44800,1,21074,21074,0,30546,119,256,124,45056,1,21331,21331,0,
20160817T105833.274957,1,22873,22873,0,30553,119,256,124,46848,1,23130,23130,0,30554,119,256,
20170213T195006.204645,256,124,49152,1,25443,25443,0,30563,119,256,124,49408,1,25700,25700,0,
20160817T105907.274957,1,27242,27242,0,30570,119,256,124,51200,1,27499,27499,0,30571,119,256,
20170213T221510.204645,256,124,53504,1,29812,29812,0,30580,119,256,124,53760,1,30069,30069,0,
20160817T105941.274957,1,31611,31611,0,30587,119,256,124,55552,1,31868,31868,0,30588,119,256,
20170214T004014.204645,256,124,57856,1,34181,34181,0,30597,119,256,124,58112,1,34438,34438,0,
20160817T110015.274957,1,35980,35980,0,30604,119,256,124,59904,1,36237,36237,0,30605,119,256,
20170214T030518.204645,256,124,62208,1,38550,38550,0,30614,119,256,124,62464,1,38807,38807,0,
20160817T110049.274957,1,40349,40349,0,30621,119,256,124,64256,1,40606,40606,0,30622,119,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T110107.274957,1,42662,42662,0,30630,119,256,125,1024,1,42919,42919,0,30631,119,256,
20170214T064710.204645,256,125,3328,1,45232,45232,0,30640,119,256,125,3584,1,45489,45489,0,
20160817T110141.274957,1,47031,47031,0,30647,119,256,125,5376,1,47288,47288,0,30648,119,256,
20170214T091214.204645,256,125,7680,1,49601,49601,0,30657,119,256,125,7936,1,49858,49858,0,
20160817T110215.274957,1,51400,51400,0,30664,119,256,125,9728,1,51657,51657,0,30665,119,256,
20170214T113718.204645,256,125,12032,1,53970,53970,0,30674,119,256,125,12288,1,54227,54227,0,
20160817T110249.274957,1,55769,55769,0,30681,119,256,125,14080,1,56026,56026,0,30682,119,256,
20170214T140222.204645,256,125,16384,1,58339,58339,0,30691,119,256,125,16640,1,58596,58596,0,
20160817T110323.274957,1,60138,60138,0,30698,119,256,125,18432,1,60395,60395,0,30699,119,256,
20170214T162726.204645,256,125,20736,1,62708,62708,0,30708,119,256,125,20992,1,62965,62965,0,
20160817T110357.274957,1,64507,64507,0,30715,119,256,125,22784,1,64764,64764,0,30716,119,256,
20170214T185230.212457,256,125,25088,1,1285,1285,0,30725,120,256,125,25344,1,1542,1542,0,
20160817T110431.274957,1,3084,3084,0,30732,120,256,125,27136,1,3341,3341,0,30733,120,256,
20170214T211734.212457,256,125,29440,1,5654,5654,0,30742,120,256,125,29696,1,5911,5911,0,
20160817T110505.274957,1,7453,7453,0,30749,120,256,125,31488,1,7710,7710,0,30750,120,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T110523.274957,1,9766,9766,0,30758,120,256,125,33792,1,10023,10023,0,30759,120,256,
20170215T005926.212457,256,125,36096,1,12336,12336,0,30768,120,256,125,36352,1,12593,12593,0,
20160817T110557.274957,1,14135,14135,0,30775,120,256,125,38144,1,14392,14392,0,30776,120,256,
20170215T032430.212457,256,125,40448,1,16705,16705,0,30785,120,256,125,40704,1,16962,16962,0,
20160817T110631.274957,1,18504,18504,0,30792,120,256,125,42496,1,18761,18761,0,30793,120,256,
20170215T054934.212457,256,125,44800,1,21074,21074,0,30802,120,256,125,45056,1,21331,21331,0,
20160817T110705.274957,1,22873,22873,0,30809,120,256,125,46848,1,23130,23130,0,30810,120,256,
20170215T081438.212457,256,125,49152,1,25443,25443,0,30819,120,256,125,49408,1,25700,25700,0,
20160817T110739.274957,1,27242,27242,0,30826,120,256,125,51200,1,27499,27499,0,30827,120,256,
20170215T103942.212457,256,125,53504,1,29812,29812,0,30836,120,256,125,53760,1,30069,30069,0,
20160817T110813.274957,1,31611,31611,0,30843,120,256,125,55552,1,31868,31868,0,30844,120,256,
20170215T130446.212457,256,125,57856,1,34181,34181,0,30853,120,256,125,58112,1,34438,34438,0,
20160817T110847.274957,1,35980,35980,0,30860,120,256,125,59904,1,36237,36237,0,30861,120,256,
20170215T152950.212457,256,125,62208,1,38550,38550,0,30870,120,256,125,62464,1,38807,38807,0,
20160817T110921.274957,1,40349,40349,0,30877,120,256,125,64256,1,40606,40606,0,30878,120,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T110939.274957,1,42662,42662,0,30886,120,256,126,1024,1,42919,42919,0,30887,120,256,
20170215T191142.212457,256,126,3328,1,45232,45232,0,30896,120,256,126,3584,1,45489,45489,0,
20160817T111013.274957,1,47031,47031,0,30903,120,256,126,5376,1,47288,47288,0,30904,120,256,
20170215T213646.212457,256,126,7680,1,49601,49601,0,30913,120,256,126,7936,1,49858,49858,0,
20160817T111047.274957,1,51400,51400,0,30920,120,256,126,9728,1,51657,51657,0,30921,120,256,
20170216T000150.212457,256,126,12032,1,53970,53970,0,30930,120,256,126,12288,1,54227,54227,0,
20160817T111121.274957,1,55769,55769,0,30937,120,256,126,14080,1,56026,56026,0,30938,120,256,
20170216T022654.212457,256,126,16384,1,58339,58339,0,30947,120,256,126,16640,1,58596,58596,0,
20160817T111155.274957,1,60138,60138,0,30954,120,256,126,18432,1,60395,60395,0,30955,120,256,
20170216T045158.212457,256,126,20736,1,62708,62708,0,30964,120,256,126,20992,1,62965,62965,0,
20160817T111229.274957,1,64507,64507,0,30971,120,256,126,22784,1,64764,64764,0,30972,120,256,
20170216T071702.220269,256,126,25088,1,1285,1285,0,30981,121,256,126,25344,1,1542,1542,0,
20160817T111303.274957,1,3084,3084,0,30988,121,256,126,27136,1,3341,3341,0,30989,121,256,
20170216T094206.220269,256,126,29440,1,5654,5654,0,30998,121,256,126,29696,1,5911,5911,0,
20160817T111337.274957,1,7453,7453,0,31005,121,256,126,31488,1,7710,7710,0,31006,121,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T111355.274957,1,9766,9766,0,31014,121,256,126,33792,1,10023,10023,0,31015,121,256,
20170216T132358.220269,256,126,36096,1,12336,12336,0,31024,121,256,126,36352,1,12593,12593,0,
20160817T111429.274957,1,14135,14135,0,31031,121,256,126,38144,1,14392,14392,0,31032,121,256,
20170216T154902.220269,256,126,40448,1,16705,16705,0,31041,121,256,126,40704,1,16962,16962,0,
20160817T111503.274957,1,18504,18504,0,31048,121,256,126,42496,1,18761,18761,0,31049,121,256,
20170216T181406.220269,256,126,44800,1,21074,21074,0,31058,121,256,126,45056,1,21331,21331,0,
20160817T111537.274957,1,22873,22873,0,31065,121,256,126,46848,1,23130,23130,0,31066,121,256,
20170216T203910.220269,256,126,49152,1,25443,25443,0,31075,121,256,126,49408,1,25700,25700,0,
20160817T111611.274957,1,27242,27242,0,31082,121,256,126,51200,1,27499,27499,0,31083,121,256,
20170216T230414.220269,256,126,53504,1,29812,29812,0,31092,121,256,126,53760,1,30069,30069,0,
20160817T111645.274957,1,31611,31611,0,31099,121,256,126,55552,1,31868,31868,0,31100,121,256,
20170217T012918.220269,256,126,57856,1,34181,34181,0,31109,121,256,126,58112,1,34438,34438,0,
20160817T111719.274957,1,35980,35980,0,31116,121,256,126,59904,1,36237,36237,0,31117,121,256,
20170217T035422.220269,256,126,62208,1,38550,38550,0,31126,121,256,126,62464,1,38807,38807,0,
20160817T111753.274957,1,40349,40349,0,31133,121,256,126,64256,1,40606,40606,0,31134,121,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T111811.274957,1,42662,42662,0,31142,121,256,127,1024,1,42919,42919,0,31143,121,256,
20170217T073614.220269,256,127,3328,1,45232,45232,0,31152,121,256,127,3584,1,45489,45489,0,
20160817T111845.274957,1,47031,47031,0,31159,121,256,127,5376,1,47288,47288,0,31160,121,256,
20170217T100118.220269,256,127,7680,1,49601,49601,0,31169,121,256,127,7936,1,49858,49858,0,
20160817T111919.274957,1,51400,51400,0,31176,121,256,127,9728,1,51657,51657,0,31177,121,256,
20170217T122622.220269,256,127,12032,1,53970,53970,0,31186,121,256,127,12288,1,54227,54227,0,
20160817T111953.274957,1,55769,55769,0,31193,121,256,127,14080,1,56026,56026,0,31194,121,256,
20170217T145126.220269,256,127,16384,1,58339,58339,0,31203,121,256,127,16640,1,58596,58596,0,
20160817T112027.274957,1,60138,60138,0,31210,121,256,127,18432,1,60395,60395,0,31211,121,256,
20170217T171630.220269,256,127,20736,1,62708,62708,0,31220,121,256,127,20992,1,62965,62965,0,
20160817T112101.274957,1,64507,64507,0,31227,121,256,127,22784,1,64764,64764,0,31228,121,256,
20170217T194134.228082,256,127,25088,1,1285,1285,0,31237,122,256,127,25344,1,1542,1542,0,
20160817T112135.274957,1,3084,3084,0,31244,122,256,127,27136,1,3341,3341,0,31245,122,256,
20170217T220638.228082,256,127,29440,1,5654,5654,0,31254,122,256,127,29696,1,5911,5911,0,
20160817T112209.274957,1,7453,7453,0,31261,122,256,127,31488,1,7710,7710,0,31262,122,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T112227.274957,1,9766,9766,0,31270,122,256,127,33792,1,10023,10023,0,31271,122,256,
20170218T014830.228082,256,127,36096,1,12336,12336,0,31280,122,256,127,36352,1,12593,12593,0,
20160817T112301.274957,1,14135,14135,0,31287,122,256,127,38144,1,14392,14392,0,31288,122,256,
20170218T041334.228082,256,127,40448,1,16705,16705,0,31297,122,256,127,40704,1,16962,16962,0,
20160817T112335.274957,1,18504,18504,0,31304,122,256,127,42496,1,18761,18761,0,31305,122,256,
20170218T063838.228082,256,127,44800,1,21074,21074,0,31314,122,256,127,45056,1,21331,21331,0,
20160817T112409.274957,1,22873,22873,0,31321,122,256,127,46848,1,23130,23130,0,31322,122,256,
20170218T090342.228082,256,127,49152,1,25443,25443,0,31331,122,256,127,49408,1,25700,25700,0,
20160817T112443.274957,1,27242,27242,0,31338,122,256,127,51200,1,27499,27499,0,31339,122,256,
20170218T112846.228082,256,127,53504,1,29812,29812,0,31348,122,256,127,53760,1,30069,30069,0,
20160817T112517.274957,1,31611,31611,0,31355,122,256,127,55552,1,31868,31868,0,31356,122,256,
20170218T135350.228082,256,127,57856,1,34181,34181,0,31365,122,256,127,58112,1,34438,34438,0,
20160817T112551.274957,1,35980,35980,0,31372,122,256,127,59904,1,36237,36237,0,31373,122,256,
20170218T161854.228082,256,127,62208,1,38550,38550,0,31382,122,256,127,62464,1,38807,38807,0,
20160817T112625.274957,1,40349,40349,0,31389,122,256,127,64256,1,40606,40606,0,31390,122,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T112643.274957,1,42662,42662,0,31398,122,256,128,1024,1,42919,42919,0,31399,122,256,
20170218T200046.228082,256,128,3328,1,45232,45232,0,31408,122,256,128,3584,1,45489,45489,0,
20160817T112717.274957,1,47031,47031,0,31415,122,256,128,5376,1,47288,47288,0,31416,122,256,
20170218T222550.228082,256,128,7680,1,49601,49601,0,31425,122,256,128,7936,1,49858,49858,0,
20160817T112751.274957,1,51400,51400,0,31432,122,256,128,9728,1,51657,51657,0,31433,122,256,
20170219T005054.228082,256,128,12032,1,53970,53970,0,31442,122,256,128,12288,1,54227,54227,0,
20160817T112825.274957,1,55769,55769,0,31449,122,256,128,14080,1,56026,56026,0,31450,122,256,
20170219T031558.228082,256,128,16384,1,58339,58339,0,31459,122,256,128,16640,1,58596,58596,0,
20160817T112859.274957,1,60138,60138,0,31466,122,256,128,18432,1,60395,60395,0,31467,122,256,
20170219T054102.228082,256,128,20736,1,62708,62708,0,31476,122,256,128,20992,1,62965,62965,0,
20160817T112933.274957,1,64507,64507,0,31483,122,256,128,22784,1,64764,64764,0,31484,122,256,
20170219T080606.235895,256,128,25088,1,1285,1285,0,31493,123,256,128,25344,1,1542,1542,0,
20160817T113007.274957,1,3084,3084,0,31500,123,256,128,27136,1,3341,3341,0,31501,123,256,
20170219T103110.235895,256,128,29440,1,5654,5654,0,31510,123,256,128,29696,1,5911,5911,0,
20160817T113041.274957,1,7453,7453,0,31517,123,256,128,31488,1,7710,7710,0,31518,123,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T113059.274957,1,9766,9766,0,31526,123,256,128,33792,1,10023,10023,0,31527,123,256,
20170219T141302.235895,256,128,36096,1,12336,12336,0,31536,123,256,128,36352,1,12593,12593,0,
20160817T113133.274957,1,14135,14135,0,31543,123,256,128,38144,1,14392,14392,0,31544,123,256,
20170219T163806.235895,256,128,40448,1,16705,16705,0,31553,123,256,128,40704,1,16962,16962,0,
20160817T113207.274957,1,18504,18504,0,31560,123,256,128,42496,1,18761,18761,0,31561,123,256,
20170219T190310.235895,256,128,44800,1,21074,21074,0,31570,123,256,128,45056,1,21331,21331,0,
20160817T113241.274957,1,22873,22873,0,31577,123,256,128,46848,1,23130,23130,0,31578,123,256,
20170219T212814.235895,256,128,49152,1,25443,25443,0,31587,123,256,128,49408,1,25700,25700,0,
20160817T113315.274957,1,27242,27242,0,31594,123,256,128,51200,1,27499,27499,0,31595,123,256,
20170219T235318.235895,256,128,53504,1,29812,29812,0,31604,123,256,128,53760,1,30069,30069,0,
20160817T113349.274957,1,31611,31611,0,31611,123,256,128,55552,1,31868,31868,0,31612,123,256,
20170220T021822.235895,256,128,57856,1,34181,34181,0,31621,123,256,128,58112,1,34438,34438,0,
20160817T113423.274957,1,35980,35980,0,31628,123,256,128,59904,1,36237,36237,0,31629,123,256,
20170220T044326.235895,256,128,62208,1,38550,38550,0,31638,123,256,128,62464,1,38807,38807,0,
20160817T113457.274957,1,40349,40349,0,31645,123,256,128,64256,1,40606,40606,0,31646,123,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T113515.274957,1,42662,42662,0,31654,123,256,129,1024,1,42919,42919,0,31655,123,256,
20170220T082518.235895,256,129,3328,1,45232,45232,0,31664,123,256,129,3584,1,45489,45489,0,
20160817T113549.274957,1,47031,47031,0,31671,123,256,129,5376,1,47288,47288,0,31672,123,256,
20170220T105022.235895,256,129,7680,1,49601,49601,0,31681,123,256,129,7936,1,49858,49858,0,
20160817T113623.274957,1,51400,51400,0,31688,123,256,129,9728,1,51657,51657,0,31689,123,256,
20170220T131526.235895,256,129,12032,1,53970,53970,0,31698,123,256,129,12288,1,54227,54227,0,
20160817T113657.274957,1,55769,55769,0,31705,123,256,129,14080,1,56026,56026,0,31706,123,256,
20170220T154030.235895,256,129,16384,1,58339,58339,0,31715,123,256,129,16640,1,58596,58596,0,
20160817T113731.274957,1,60138,60138,0,31722,123,256,129,18432,1,60395,60395,0,31723,123,256,
20170220T180534.235895,256,129,20736,1,62708,62708,0,31732,123,256,129,20992,1,62965,62965,0,
20160817T113805.274957,1,64507,64507,0,31739,123,256,129,22784,1,64764,64764,0,31740,123,256,
20170220T203038.243707,256,129,25088,1,1285,1285,0,31749,124,256,129,25344,1,1542,1542,0,
20160817T113839.274957,1,3084,3084,0,31756,124,256,129,27136,1,3341,3341,0,31757,124,256,
20170220T225542.243707,256,129,29440,1,5654,5654,0,31766,124,256,129,29696,1,5911,5911,0,
20160817T113913.274957,1,7453,7453,0,31773,124,256,129,31488,1,7710,7710,0,31774,124,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T113931.274957,1,9766,9766,0,31782,124,256,129,33792,1,10023,10023,0,31783,124,256,
20170221T023734.243707,256,129,36096,1,12336,12336,0,31792,124,256,129,36352,1,12593,12593,0,
20160817T114005.274957,1,14135,14135,0,31799,124,256,129,38144,1,14392,14392,0,31800,124,256,
20170221T050238.243707,256,129,40448,1,16705,16705,0,31809,124,256,129,40704,1,16962,16962,0,
20160817T114039.274957,1,18504,18504,0,31816,124,256,129,42496,1,18761,18761,0,31817,124,256,
20170221T072742.243707,256,129,44800,1,21074,21074,0,31826,124,256,129,45056,1,21331,21331,0,
20160817T114113.274957,1,22873,22873,0,31833,124,256,129,46848,1,23130,23130,0,31834,124,256,
20170221T095246.243707,256,129,49152,1,25443,25443,0,31843,124,256,129,49408,1,25700,25700,0,
20160817T114147.274957,1,27242,27242,0,31850,124,256,129,51200,1,27499,27499,0,31851,124,256,
20170221T121750.243707,256,129,53504,1,29812,29812,0,31860,124,256,129,53760,1,30069,30069,0,
20160817T114221.274957,1,31611,31611,0,31867,124,256,129,55552,1,31868,31868,0,31868,124,256,
20170221T144254.243707,256,129,57856,1,34181,34181,0,31877,124,256,129,58112,1,34438,34438,0,
20160817T114255.274957,1,35980,35980,0,31884,124,256,129,59904,1,36237,36237,0,31885,124,256,
20170221T170758.243707,256,129,62208,1,38550,38550,0,31894,124,256,129,62464,1,38807,38807,0,
20160817T114329.274957,1,40349,40349,0,31901,124,256,129,64256,1,40606,40606,0,31902,124,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T114347.274957,1,42662,42662,0,31910,124,256,130,1024,1,42919,42919,0,31911,124,256,
20170221T204950.243707,256,130,3328,1,45232,45232,0,31920,124,256,130,3584,1,45489,45489,0,
20160817T114421.274957,1,47031,47031,0,31927,124,256,130,5376,1,47288,47288,0,31928,124,256,
20170221T231454.243707,256,130,7680,1,49601,49601,0,31937,124,256,130,7936,1,49858,49858,0,
20160817T114455.274957,1,51400,51400,0,31944,124,256,130,9728,1,51657,51657,0,31945,124,256,
20170222T013958.243707,256,130,12032,1,53970,53970,0,31954,124,256,130,12288,1,54227,54227,0,
20160817T114529.274957,1,55769,55769,0,31961,124,256,130,14080,1,56026,56026,0,31962,124,256,
20170222T040502.243707,256,130,16384,1,58339,58339,0,31971,124,256,130,16640,1,58596,58596,0,
20160817T114603.274957,1,60138,60138,0,31978,124,256,130,18432,1,60395,60395,0,31979,124,256,
20170222T063006.243707,256,130,20736,1,62708,62708,0,31988,124,256,130,20992,1,62965,62965,0,
20160817T114637.274957,1,64507,64507,0,31995,124,256,130,22784,1,64764,64764,0,31996,124,256,
20170222T085510.251519,256,130,25088,1,1285,1285,0,32005,125,256,130,25344,1,1542,1542,0,
20160817T114711.274957,1,3084,3084,0,32012,125,256,130,27136,1,3341,3341,0,32013,125,256,
20170222T112014.251519,256,130,29440,1,5654,5654,0,32022,125,256,130,29696,1,5911,5911,0,
20160817T114745.274957,1,7453,7453,0,32029,125,256,130,31488,1,7710,7710,0,32030,125,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T114803.274957,1,9766,9766,0,32038,125,256,130,33792,1,10023,10023,0,32039,125,256,
20170222T150206.251519,256,130,36096,1,12336,12336,0,32048,125,256,130,36352,1,12593,12593,0,
20160817T114837.274957,1,14135,14135,0,32055,125,256,130,38144,1,14392,14392,0,32056,125,256,
20170222T172710.251519,256,130,40448,1,16705,16705,0,32065,125,256,130,40704,1,16962,16962,0,
20160817T114911.274957,1,18504,18504,0,32072,125,256,130,42496,1,18761,18761,0,32073,125,256,
20170222T195214.251519,256,130,44800,1,21074,21074,0,32082,125,256,130,45056,1,21331,21331,0,
20160817T114945.274957,1,22873,22873,0,32089,125,256,130,46848,1,23130,23130,0,32090,125,256,
20170222T221718.251519,256,130,49152,1,25443,25443,0,32099,125,256,130,49408,1,25700,25700,0,
20160817T115019.274957,1,27242,27242,0,32106,125,256,130,51200,1,27499,27499,0,32107,125,256,
20170223T004222.251519,256,130,53504,1,29812,29812,0,32116,125,256,130,53760,1,30069,30069,0,
20160817T115053.274957,1,31611,31611,0,32123,125,256,130,55552,1,31868,31868,0,32124,125,256,
20170223T030726.251519,256,130,57856,1,34181,34181,0,32133,125,256,130,58112,1,34438,34438,0,
20160817T115127.274957,1,35980,35980,0,32140,125,256,130,59904,1,36237,36237,0,32141,125,256,
20170223T053230.251519,256,130,62208,1,38550,38550,0,32150,125,256,130,62464,1,38807,38807,0,
20160817T115201.274957,1,40349,40349,0,32157,125,256,130,64256,1,40606,40606,0,32158,125,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160817T115219.274957,1,42662,42662,0,32166,125,256,131,1024,1,42919,42919,0,32167,125,256,
20170223T091422.251519,256,131,3328,1,45232,45232,0,32176,125,256,131,3584,1,45489,45489,0,
20160817T115253.274957,1,47031,47031,0,32183,125,256,131,5376,1,47288,47288,0,32184,125,256,
20170223T113926.251519,256,131,7680,1,49601,49601,0,32193,125,256,131,7936,1,49858,49858,0,
20160817T115327.274957,1,51400,51400,0,32200,125,256,131,9728,1,51657,51657,0,32201,125,256,
20170223T140430.251519,256,131,12032,1,53970,53970,0,32210,125,256,131,12288,1,54227,54227,0,
