Time,Status_HB,Status_LB,LUP_cnt,P1V5,P3V3,P5V,N5V,P8V,P12V,P1I5,P3I3,P5I,N5I,P8I,P12I,TE,TS1,TS2,Checksum,CMD_exec_cnt,ICU_err_cnt,Last_cmd,Last_err,HK_req_cnt,sync_count
20160816T173000.171035,0,0,1,11,63744,0,256,11,64000,0,256,11,64256,0,256,11,64512,0,0,1,0,0,11,253,0,
20160816T154800.171035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160818T041232.264785,10,0,0,256,12,2816,0,256,12,3072,0,256,12,3328,0,256,12,3584,0,0,0,1,0,0,12,
20160816T154802.171035,0,12,30,0,256,12,7936,0,256,12,8192,0,256,12,8448,0,256,12,12,34,0,0,0,1,0,
20160816T173148.171035,0,0,1,12,12032,0,256,12,12288,0,256,12,12544,0,256,12,12800,0,0,1,0,0,12,51,0,
20160816T154802.171035,0,12,63,0,256,12,16384,0,256,12,16640,0,256,12,16896,0,256,12,12,67,0,0,0,1,0,
20160816T173254.171035,0,0,1,12,20480,0,256,12,20736,0,256,12,20992,0,256,12,21248,0,0,1,0,0,12,84,0,
20160816T154802.171035,0,12,96,0,256,12,24832,0,256,12,25088,0,256,12,25344,0,256,12,12,100,0,0,0,1,0,
20160816T173400.171035,0,0,1,12,28928,0,256,12,29184,0,256,12,29440,0,256,12,29696,0,0,1,0,0,12,117,0,
20160816T154802.171035,0,12,128,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,255,15,0,0,0,0,0,
20160816T154800.171035,0,12,129,0,256,12,33280,0,256,12,33536,0,256,12,33792,0,256,12,12,133,0,0,0,1,0,
20160816T173506.171035,0,0,1,12,37376,0,256,12,37632,0,256,12,37888,0,256,12,38144,0,0,1,0,0,12,150,0,
20160816T154802.171035,0,12,162,0,256,12,41728,0,256,12,41984,0,256,12,42240,0,256,12,12,166,0,0,0,1,0,
20160816T173612.171035,0,0,1,12,45824,0,256,12,46080,0,256,12,46336,0,256,12,46592,0,0,1,0,0,12,183,0,
20160816T154802.171035,0,12,195,0,256,12,50176,0,256,12,50432,0,256,12,50688,0,256,12,12,199,0,0,0,1,0,
20160816T173718.171035,0,0,1,12,54272,0,256,12,54528,0,256,12,54784,0,256,12,55040,0,0,1,0,0,12,216,0,
20160816T154802.171035,0,12,228,0,256,12,58624,0,256,12,58880,0,256,12,59136,0,256,12,12,232,0,0,0,1,0,
20160816T173824.171035,0,0,1,12,62720,0,256,12,62976,0,256,12,63232,0,256,12,63488,0,0,1,0,0,12,249,0,
20160816T154800.171035,15,255,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T154802.171035,0,13,5,0,256,13,1536,0,256,13,1792,0,256,13,2048,0,256,13,13,9,0,0,0,1,0,
20160816T173930.171035,0,0,1,13,5632,0,256,13,5888,0,256,13,6144,0,256,13,6400,0,0,1,0,0,13,26,0,
20160816T154802.171035,0,13,38,0,256,13,9984,0,256,13,10240,0,256,13,10496,0,256,13,13,42,0,0,0,1,0,
20160816T174036.171035,0,0,1,13,14080,0,256,13,14336,0,256,13,14592,0,256,13,14848,0,0,1,0,0,13,59,0,
20160816T154802.171035,0,13,71,0,256,13,18432,0,256,13,18688,0,256,13,18944,0,256,13,13,75,0,0,0,1,0,
20160816T174142.171035,0,0,1,13,22528,0,256,13,22784,0,256,13,23040,0,256,13,23296,0,0,1,0,0,13,92,0,
20160816T154802.171035,0,13,104,0,256,13,26880,0,256,13,27136,0,256,13,27392,0,256,13,13,108,0,0,0,1,0,
20160816T174248.171035,0,0,1,13,30976,0,256,13,31232,0,256,13,31488,0,256,13,31744,0,0,1,0,0,13,125,0,
20160816T154800.171035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160818T041232.272597,138,0,0,256,13,35584,0,256,13,35840,0,256,13,36096,0,256,13,36352,0,0,0,1,0,0,13,
20160816T154802.171035,0,13,158,0,256,13,40704,0,256,13,40960,0,256,13,41216,0,256,13,13,162,0,0,0,1,0,
20160816T174436.171035,0,0,1,13,44800,0,256,13,45056,0,256,13,45312,0,256,13,45568,0,0,1,0,0,13,179,0,
20160816T154802.171035,0,13,191,0,256,13,49152,0,256,13,49408,0,256,13,49664,0,256,13,13,195,0,0,0,1,0,
20160816T174542.171035,0,0,1,13,53248,0,256,13,53504,0,256,13,53760,0,256,13,54016,0,0,1,0,0,13,212,0,
20160816T154802.171035,0,13,224,0,256,13,57600,0,256,13,57856,0,256,13,58112,0,256,13,13,228,0,0,0,1,0,
20160816T174648.171035,0,0,1,13,61696,0,256,13,61952,0,256,13,62208,0,256,13,62464,0,0,1,0,0,13,245,0,
20160816T154802.171035,0,14,0,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,255,15,0,0,0,0,0,
20160816T154800.171035,0,14,1,0,256,14,512,0,256,14,768,0,256,14,1024,0,256,14,14,5,0,0,0,1,0,
20160816T174754.171035,0,0,1,14,4608,0,256,14,4864,0,256,14,5120,0,256,14,5376,0,0,1,0,0,14,22,0,
20160816T154802.171035,0,14,34,0,256,14,8960,0,256,14,9216,0,256,14,9472,0,256,14,14,38,0,0,0,1,0,
20160816T174900.171035,0,0,1,14,13056,0,256,14,13312,0,256,14,13568,0,256,14,13824,0,0,1,0,0,14,55,0,
20160816T154802.171035,0,14,67,0,256,14,17408,0,256,14,17664,0,256,14,17920,0,256,14,14,71,0,0,0,1,0,
20160816T175006.171035,0,0,1,14,21504,0,256,14,21760,0,256,14,22016,0,256,14,22272,0,0,1,0,0,14,88,0,
20160816T154802.171035,0,14,100,0,256,14,25856,0,256,14,26112,0,256,14,26368,0,256,14,14,104,0,0,0,1,0,
20160816T175112.171035,0,0,1,14,29952,0,256,14,30208,0,256,14,30464,0,256,14,30720,0,0,1,0,0,14,121,0,
20160816T154800.171035,15,255,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T154802.171035,0,14,133,0,256,14,34304,0,256,14,34560,0,256,14,34816,0,256,14,14,137,0,0,0,1,0,
20160816T175218.171035,0,0,1,14,38400,0,256,14,38656,0,256,14,38912,0,256,14,39168,0,0,1,0,0,14,154,0,
20160816T154802.171035,0,14,166,0,256,14,42752,0,256,14,43008,0,256,14,43264,0,256,14,14,170,0,0,0,1,0,
20160816T175324.171035,0,0,1,14,46848,0,256,14,47104,0,256,14,47360,0,256,14,47616,0,0,1,0,0,14,187,0,
20160816T154802.171035,0,14,199,0,256,14,51200,0,256,14,51456,0,256,14,51712,0,256,14,14,203,0,0,0,1,0,
20160816T175430.171035,0,0,1,14,55296,0,256,14,55552,0,256,14,55808,0,256,14,56064,0,0,1,0,0,14,220,0,
20160816T154802.171035,0,14,232,0,256,14,59648,0,256,14,59904,0,256,14,60160,0,256,14,14,236,0,0,0,1,0,
20160816T175536.171035,0,0,1,14,63744,0,256,14,64000,0,256,14,64256,0,256,14,64512,0,0,1,0,0,14,253,0,
20160816T154800.171035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160818T041232.288223,10,0,0,256,15,2816,0,256,15,3072,0,256,15,3328,0,256,15,3584,0,0,0,1,0,0,15,
20160816T154802.171035,0,15,30,0,256,15,7936,0,256,15,8192,0,256,15,8448,0,256,15,15,34,0,0,0,1,0,
20160816T175724.171035,0,0,1,15,12032,0,256,15,12288,0,256,15,12544,0,256,15,12800,0,0,1,0,0,15,51,0,
20160816T154802.171035,0,15,63,0,256,15,16384,0,256,15,16640,0,256,15,16896,0,256,15,15,67,0,0,0,1,0,
20160816T175830.171035,0,0,1,15,20480,0,256,15,20736,0,256,15,20992,0,256,15,21248,0,0,1,0,0,15,84,0,
20160816T154802.171035,0,15,96,0,256,15,24832,0,256,15,25088,0,256,15,25344,0,256,15,15,100,0,0,0,1,0,
20160816T175936.171035,0,0,1,15,28928,0,256,15,29184,0,256,15,29440,0,256,15,29696,0,0,1,0,0,15,117,0,
20160816T154802.171035,0,15,128,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,255,15,0,0,0,0,0,
