Time,Delay/Advance Val,ICU packet checksum,ICU command count,sync_pulse_count
20161218T041749.907769,1,0,0,86,
20160817T053451.274957,0,1,110,110,
20161218T064253.907769,1,0,0,86,
20160817T053525.274957,0,1,127,127,
20161218T090757.907769,1,0,0,86,
20160817T053559.274957,0,1,144,144,
20161218T113301.907769,1,0,0,86,
20160817T053633.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T053651.274957,0,1,170,170,
20161218T151453.907769,1,0,0,87,
20160817T053725.274957,0,1,187,187,
20161218T173957.907769,1,0,0,87,
20160817T053759.274957,0,1,204,204,
20161218T200501.907769,1,0,0,87,
20160817T053833.274957,0,1,221,221,
20161218T223005.907769,1,0,0,87,
20160817T053907.274957,0,1,238,238,
20161219T005509.907769,1,0,0,87,
20160817T053941.274957,0,1,255,255,
20161219T032013.915582,1,0,0,87,
20160817T054015.274957,0,1,16,16,
20161219T054517.915582,1,0,0,87,
20160817T054049.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T054107.274957,0,1,42,42,
20161219T092709.915582,1,0,0,87,
20160817T054141.274957,0,1,59,59,
20161219T115213.915582,1,0,0,87,
20160817T054215.274957,0,1,76,76,
20161219T141717.915582,1,0,0,87,
20160817T054249.274957,0,1,93,93,
20161219T164221.915582,1,0,0,87,
20160817T054323.274957,0,1,110,110,
20161219T190725.915582,1,0,0,87,
20160817T054357.274957,0,1,127,127,
20161219T213229.915582,1,0,0,87,
20160817T054431.274957,0,1,144,144,
20161219T235733.915582,1,0,0,87,
20160817T054505.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T054523.274957,0,1,170,170,
20161220T033925.915582,1,0,0,88,
20160817T054557.274957,0,1,187,187,
20161220T060429.915582,1,0,0,88,
20160817T054631.274957,0,1,204,204,
20161220T082933.915582,1,0,0,88,
20160817T054705.274957,0,1,221,221,
20161220T105437.915582,1,0,0,88,
20160817T054739.274957,0,1,238,238,
20161220T131941.915582,1,0,0,88,
20160817T054813.274957,0,1,255,255,
20161220T154445.923395,1,0,0,88,
20160817T054847.274957,0,1,16,16,
20161220T180949.923395,1,0,0,88,
20160817T054921.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T054939.274957,0,1,42,42,
20161220T215141.923395,1,0,0,88,
20160817T055013.274957,0,1,59,59,
20161221T001645.923395,1,0,0,88,
20160817T055047.274957,0,1,76,76,
20161221T024149.923395,1,0,0,88,
20160817T055121.274957,0,1,93,93,
20161221T050653.923395,1,0,0,88,
20160817T055155.274957,0,1,110,110,
20161221T073157.923395,1,0,0,88,
20160817T055229.274957,0,1,127,127,
20161221T095701.923395,1,0,0,88,
20160817T055303.274957,0,1,144,144,
20161221T122205.923395,1,0,0,88,
20160817T055337.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T055355.274957,0,1,170,170,
20161221T160357.923395,1,0,0,89,
20160817T055429.274957,0,1,187,187,
20161221T182901.923395,1,0,0,89,
20160817T055503.274957,0,1,204,204,
20161221T205405.923395,1,0,0,89,
20160817T055537.274957,0,1,221,221,
20161221T231909.923395,1,0,0,89,
20160817T055611.274957,0,1,238,238,
20161222T014413.923395,1,0,0,89,
20160817T055645.274957,0,1,255,255,
20161222T040917.931207,1,0,0,89,
20160817T055719.274957,0,1,16,16,
20161222T063421.931207,1,0,0,89,
20160817T055753.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T055811.274957,0,1,42,42,
20161222T101613.931207,1,0,0,89,
20160817T055845.274957,0,1,59,59,
20161222T124117.931207,1,0,0,89,
20160817T055919.274957,0,1,76,76,
20161222T150621.931207,1,0,0,89,
20160817T055953.274957,0,1,93,93,
20161222T173125.931207,1,0,0,89,
20160817T060027.274957,0,1,110,110,
20161222T195629.931207,1,0,0,89,
20160817T060101.274957,0,1,127,127,
20161222T222133.931207,1,0,0,89,
20160817T060135.274957,0,1,144,144,
20161223T004637.931207,1,0,0,89,
20160817T060209.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T060227.274957,0,1,170,170,
20161223T042829.931207,1,0,0,90,
20160817T060301.274957,0,1,187,187,
20161223T065333.931207,1,0,0,90,
20160817T060335.274957,0,1,204,204,
20161223T091837.931207,1,0,0,90,
20160817T060409.274957,0,1,221,221,
20161223T114341.931207,1,0,0,90,
20160817T060443.274957,0,1,238,238,
20161223T140845.931207,1,0,0,90,
20160817T060517.274957,0,1,255,255,
20161223T163349.939019,1,0,0,90,
20160817T060551.274957,0,1,16,16,
20161223T185853.939019,1,0,0,90,
20160817T060625.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T060643.274957,0,1,42,42,
20161223T224045.939019,1,0,0,90,
20160817T060717.274957,0,1,59,59,
20161224T010549.939019,1,0,0,90,
20160817T060751.274957,0,1,76,76,
20161224T033053.939019,1,0,0,90,
20160817T060825.274957,0,1,93,93,
20161224T055557.939019,1,0,0,90,
20160817T060859.274957,0,1,110,110,
20161224T082101.939019,1,0,0,90,
20160817T060933.274957,0,1,127,127,
20161224T104605.939019,1,0,0,90,
20160817T061007.274957,0,1,144,144,
20161224T131109.939019,1,0,0,90,
20160817T061041.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T061059.274957,0,1,170,170,
20161224T165301.939019,1,0,0,91,
20160817T061133.274957,0,1,187,187,
20161224T191805.939019,1,0,0,91,
20160817T061207.274957,0,1,204,204,
20161224T214309.939019,1,0,0,91,
20160817T061241.274957,0,1,221,221,
20161225T000813.939019,1,0,0,91,
20160817T061315.274957,0,1,238,238,
20161225T023317.939019,1,0,0,91,
20160817T061349.274957,0,1,255,255,
20161225T045821.946832,1,0,0,91,
20160817T061423.274957,0,1,16,16,
20161225T072325.946832,1,0,0,91,
20160817T061457.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T061515.274957,0,1,42,42,
20161225T110517.946832,1,0,0,91,
20160817T061549.274957,0,1,59,59,
20161225T133021.946832,1,0,0,91,
20160817T061623.274957,0,1,76,76,
20161225T155525.946832,1,0,0,91,
20160817T061657.274957,0,1,93,93,
20161225T182029.946832,1,0,0,91,
20160817T061731.274957,0,1,110,110,
20161225T204533.946832,1,0,0,91,
20160817T061805.274957,0,1,127,127,
20161225T231037.946832,1,0,0,91,
20160817T061839.274957,0,1,144,144,
20161226T013541.946832,1,0,0,91,
20160817T061913.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T061931.274957,0,1,170,170,
20161226T051733.946832,1,0,0,92,
20160817T062005.274957,0,1,187,187,
20161226T074237.946832,1,0,0,92,
20160817T062039.274957,0,1,204,204,
20161226T100741.946832,1,0,0,92,
20160817T062113.274957,0,1,221,221,
20161226T123245.946832,1,0,0,92,
20160817T062147.274957,0,1,238,238,
20161226T145749.946832,1,0,0,92,
20160817T062221.274957,0,1,255,255,
20161226T172253.954645,1,0,0,92,
20160817T062255.274957,0,1,16,16,
20161226T194757.954645,1,0,0,92,
20160817T062329.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T062347.274957,0,1,42,42,
20161226T232949.954645,1,0,0,92,
20160817T062421.274957,0,1,59,59,
20161227T015453.954645,1,0,0,92,
20160817T062455.274957,0,1,76,76,
20161227T041957.954645,1,0,0,92,
20160817T062529.274957,0,1,93,93,
20161227T064501.954645,1,0,0,92,
20160817T062603.274957,0,1,110,110,
20161227T091005.954645,1,0,0,92,
20160817T062637.274957,0,1,127,127,
20161227T113509.954645,1,0,0,92,
20160817T062711.274957,0,1,144,144,
20161227T140013.954645,1,0,0,92,
20160817T062745.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T062803.274957,0,1,170,170,
20161227T174205.954645,1,0,0,93,
20160817T062837.274957,0,1,187,187,
20161227T200709.954645,1,0,0,93,
20160817T062911.274957,0,1,204,204,
20161227T223213.954645,1,0,0,93,
20160817T062945.274957,0,1,221,221,
20161228T005717.954645,1,0,0,93,
20160817T063019.274957,0,1,238,238,
20161228T032221.954645,1,0,0,93,
20160817T063053.274957,0,1,255,255,
20161228T054725.962457,1,0,0,93,
20160817T063127.274957,0,1,16,16,
20161228T081229.962457,1,0,0,93,
20160817T063201.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T063219.274957,0,1,42,42,
20161228T115421.962457,1,0,0,93,
20160817T063253.274957,0,1,59,59,
20161228T141925.962457,1,0,0,93,
20160817T063327.274957,0,1,76,76,
20161228T164429.962457,1,0,0,93,
20160817T063401.274957,0,1,93,93,
20161228T190933.962457,1,0,0,93,
20160817T063435.274957,0,1,110,110,
20161228T213437.962457,1,0,0,93,
20160817T063509.274957,0,1,127,127,
20161228T235941.962457,1,0,0,93,
20160817T063543.274957,0,1,144,144,
20161229T022445.962457,1,0,0,93,
20160817T063617.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T063635.274957,0,1,170,170,
20161229T060637.962457,1,0,0,94,
20160817T063709.274957,0,1,187,187,
20161229T083141.962457,1,0,0,94,
20160817T063743.274957,0,1,204,204,
20161229T105645.962457,1,0,0,94,
20160817T063817.274957,0,1,221,221,
20161229T132149.962457,1,0,0,94,
20160817T063851.274957,0,1,238,238,
20161229T154653.962457,1,0,0,94,
20160817T063925.274957,0,1,255,255,
20161229T181157.970269,1,0,0,94,
20160817T063959.274957,0,1,16,16,
20161229T203701.970269,1,0,0,94,
20160817T064033.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T064051.274957,0,1,42,42,
20161230T001853.970269,1,0,0,94,
20160817T064125.274957,0,1,59,59,
20161230T024357.970269,1,0,0,94,
20160817T064159.274957,0,1,76,76,
20161230T050901.970269,1,0,0,94,
20160817T064233.274957,0,1,93,93,
20161230T073405.970269,1,0,0,94,
20160817T064307.274957,0,1,110,110,
20161230T095909.970269,1,0,0,94,
20160817T064341.274957,0,1,127,127,
20161230T122413.970269,1,0,0,94,
20160817T064415.274957,0,1,144,144,
20161230T144917.970269,1,0,0,94,
20160817T064449.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T064507.274957,0,1,170,170,
20161230T183109.970269,1,0,0,95,
20160817T064541.274957,0,1,187,187,
20161230T205613.970269,1,0,0,95,
20160817T064615.274957,0,1,204,204,
20161230T232117.970269,1,0,0,95,
20160817T064649.274957,0,1,221,221,
20161231T014621.970269,1,0,0,95,
20160817T064723.274957,0,1,238,238,
20161231T041125.970269,1,0,0,95,
20160817T064757.274957,0,1,255,255,
20161231T063629.978082,1,0,0,95,
20160817T064831.274957,0,1,16,16,
20161231T090133.978082,1,0,0,95,
20160817T064905.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T064923.274957,0,1,42,42,
20161231T124325.978082,1,0,0,95,
20160817T064957.274957,0,1,59,59,
20161231T150829.978082,1,0,0,95,
20160817T065031.274957,0,1,76,76,
20161231T173333.978082,1,0,0,95,
20160817T065105.274957,0,1,93,93,
20161231T195837.978082,1,0,0,95,
20160817T065139.274957,0,1,110,110,
20161231T222341.978082,1,0,0,95,
20160817T065213.274957,0,1,127,127,
20170101T004845.978082,1,0,0,95,
20160817T065247.274957,0,1,144,144,
20170101T031349.978082,1,0,0,95,
20160817T065321.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T065339.274957,0,1,170,170,
20170101T065541.978082,1,0,0,96,
20160817T065413.274957,0,1,187,187,
20170101T092045.978082,1,0,0,96,
20160817T065447.274957,0,1,204,204,
20170101T114549.978082,1,0,0,96,
20160817T065521.274957,0,1,221,221,
20170101T141053.978082,1,0,0,96,
20160817T065555.274957,0,1,238,238,
20170101T163557.978082,1,0,0,96,
20160817T065629.274957,0,1,255,255,
20170101T190101.985895,1,0,0,96,
20160817T065703.274957,0,1,16,16,
20170101T212605.985895,1,0,0,96,
20160817T065737.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T065755.274957,0,1,42,42,
20170102T010757.985895,1,0,0,96,
20160817T065829.274957,0,1,59,59,
20170102T033301.985895,1,0,0,96,
20160817T065903.274957,0,1,76,76,
20170102T055805.985895,1,0,0,96,
20160817T065937.274957,0,1,93,93,
20170102T082309.985895,1,0,0,96,
20160817T070011.274957,0,1,110,110,
20170102T104813.985895,1,0,0,96,
20160817T070045.274957,0,1,127,127,
20170102T131317.985895,1,0,0,96,
20160817T070119.274957,0,1,144,144,
20170102T153821.985895,1,0,0,96,
20160817T070153.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T070211.274957,0,1,170,170,
20170102T192013.985895,1,0,0,97,
20160817T070245.274957,0,1,187,187,
20170102T214517.985895,1,0,0,97,
20160817T070319.274957,0,1,204,204,
20170103T001021.985895,1,0,0,97,
20160817T070353.274957,0,1,221,221,
20170103T023525.985895,1,0,0,97,
20160817T070427.274957,0,1,238,238,
20170103T050029.985895,1,0,0,97,
20160817T070501.274957,0,1,255,255,
20170103T072533.993707,1,0,0,97,
20160817T070535.274957,0,1,16,16,
20170103T095037.993707,1,0,0,97,
20160817T070609.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T070627.274957,0,1,42,42,
20170103T133229.993707,1,0,0,97,
20160817T070701.274957,0,1,59,59,
20170103T155733.993707,1,0,0,97,
20160817T070735.274957,0,1,76,76,
20170103T182237.993707,1,0,0,97,
20160817T070809.274957,0,1,93,93,
20170103T204741.993707,1,0,0,97,
20160817T070843.274957,0,1,110,110,
20170103T231245.993707,1,0,0,97,
20160817T070917.274957,0,1,127,127,
20170104T013749.993707,1,0,0,97,
20160817T070951.274957,0,1,144,144,
20170104T040253.993707,1,0,0,97,
20160817T071025.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T071043.274957,0,1,170,170,
20170104T074445.993707,1,0,0,98,
20160817T071117.274957,0,1,187,187,
20170104T100949.993707,1,0,0,98,
20160817T071151.274957,0,1,204,204,
20170104T123453.993707,1,0,0,98,
20160817T071225.274957,0,1,221,221,
20170104T145957.993707,1,0,0,98,
20160817T071259.274957,0,1,238,238,
20170104T172501.993707,1,0,0,98,
20160817T071333.274957,0,1,255,255,
20170104T195006.001519,1,0,0,98,
20160817T071407.274957,0,1,16,16,
20170104T221510.001519,1,0,0,98,
20160817T071441.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T071459.274957,0,1,42,42,
20170105T015702.001519,1,0,0,98,
20160817T071533.274957,0,1,59,59,
20170105T042206.001519,1,0,0,98,
20160817T071607.274957,0,1,76,76,
20170105T064710.001519,1,0,0,98,
20160817T071641.274957,0,1,93,93,
20170105T091214.001519,1,0,0,98,
20160817T071715.274957,0,1,110,110,
20170105T113718.001519,1,0,0,98,
20160817T071749.274957,0,1,127,127,
20170105T140222.001519,1,0,0,98,
20160817T071823.274957,0,1,144,144,
20170105T162726.001519,1,0,0,98,
20160817T071857.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T071915.274957,0,1,170,170,
20170105T200918.001519,1,0,0,99,
20160817T071949.274957,0,1,187,187,
20170105T223422.001519,1,0,0,99,
20160817T072023.274957,0,1,204,204,
20170106T005926.001519,1,0,0,99,
20160817T072057.274957,0,1,221,221,
20170106T032430.001519,1,0,0,99,
20160817T072131.274957,0,1,238,238,
20170106T054934.001519,1,0,0,99,
20160817T072205.274957,0,1,255,255,
20170106T081438.009332,1,0,0,99,
20160817T072239.274957,0,1,16,16,
20170106T103942.009332,1,0,0,99,
20160817T072313.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T072331.274957,0,1,42,42,
20170106T142134.009332,1,0,0,99,
20160817T072405.274957,0,1,59,59,
20170106T164638.009332,1,0,0,99,
20160817T072439.274957,0,1,76,76,
20170106T191142.009332,1,0,0,99,
20160817T072513.274957,0,1,93,93,
20170106T213646.009332,1,0,0,99,
20160817T072547.274957,0,1,110,110,
20170107T000150.009332,1,0,0,99,
20160817T072621.274957,0,1,127,127,
20170107T022654.009332,1,0,0,99,
20160817T072655.274957,0,1,144,144,
20170107T045158.009332,1,0,0,99,
20160817T072729.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T072747.274957,0,1,170,170,
20170107T083350.009332,1,0,0,100,
20160817T072821.274957,0,1,187,187,
20170107T105854.009332,1,0,0,100,
20160817T072855.274957,0,1,204,204,
20170107T132358.009332,1,0,0,100,
20160817T072929.274957,0,1,221,221,
20170107T154902.009332,1,0,0,100,
20160817T073003.274957,0,1,238,238,
20170107T181406.009332,1,0,0,100,
20160817T073037.274957,0,1,255,255,
20170107T203910.017145,1,0,0,100,
20160817T073111.274957,0,1,16,16,
20170107T230414.017145,1,0,0,100,
20160817T073145.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T073203.274957,0,1,42,42,
20170108T024606.017145,1,0,0,100,
20160817T073237.274957,0,1,59,59,
20170108T051110.017145,1,0,0,100,
20160817T073311.274957,0,1,76,76,
20170108T073614.017145,1,0,0,100,
20160817T073345.274957,0,1,93,93,
20170108T100118.017145,1,0,0,100,
20160817T073419.274957,0,1,110,110,
20170108T122622.017145,1,0,0,100,
20160817T073453.274957,0,1,127,127,
20170108T145126.017145,1,0,0,100,
20160817T073527.274957,0,1,144,144,
20170108T171630.017145,1,0,0,100,
20160817T073601.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T073619.274957,0,1,170,170,
20170108T205822.017145,1,0,0,101,
20160817T073653.274957,0,1,187,187,
20170108T232326.017145,1,0,0,101,
20160817T073727.274957,0,1,204,204,
20170109T014830.017145,1,0,0,101,
20160817T073801.274957,0,1,221,221,
20170109T041334.017145,1,0,0,101,
20160817T073835.274957,0,1,238,238,
20170109T063838.017145,1,0,0,101,
20160817T073909.274957,0,1,255,255,
20170109T090342.024957,1,0,0,101,
20160817T073943.274957,0,1,16,16,
20170109T112846.024957,1,0,0,101,
20160817T074017.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T074035.274957,0,1,42,42,
20170109T151038.024957,1,0,0,101,
20160817T074109.274957,0,1,59,59,
20170109T173542.024957,1,0,0,101,
20160817T074143.274957,0,1,76,76,
20170109T200046.024957,1,0,0,101,
20160817T074217.274957,0,1,93,93,
20170109T222550.024957,1,0,0,101,
20160817T074251.274957,0,1,110,110,
20170110T005054.024957,1,0,0,101,
20160817T074325.274957,0,1,127,127,
20170110T031558.024957,1,0,0,101,
20160817T074359.274957,0,1,144,144,
20170110T054102.024957,1,0,0,101,
20160817T074433.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T074451.274957,0,1,170,170,
20170110T092254.024957,1,0,0,102,
20160817T074525.274957,0,1,187,187,
20170110T114758.024957,1,0,0,102,
20160817T074559.274957,0,1,204,204,
20170110T141302.024957,1,0,0,102,
20160817T074633.274957,0,1,221,221,
20170110T163806.024957,1,0,0,102,
20160817T074707.274957,0,1,238,238,
20170110T190310.024957,1,0,0,102,
20160817T074741.274957,0,1,255,255,
20170110T212814.032769,1,0,0,102,
20160817T074815.274957,0,1,16,16,
20170110T235318.032769,1,0,0,102,
20160817T074849.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T074907.274957,0,1,42,42,
20170111T033510.032769,1,0,0,102,
20160817T074941.274957,0,1,59,59,
20170111T060014.032769,1,0,0,102,
20160817T075015.274957,0,1,76,76,
20170111T082518.032769,1,0,0,102,
20160817T075049.274957,0,1,93,93,
20170111T105022.032769,1,0,0,102,
20160817T075123.274957,0,1,110,110,
20170111T131526.032769,1,0,0,102,
20160817T075157.274957,0,1,127,127,
20170111T154030.032769,1,0,0,102,
20160817T075231.274957,0,1,144,144,
20170111T180534.032769,1,0,0,102,
20160817T075305.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T075323.274957,0,1,170,170,
20170111T214726.032769,1,0,0,103,
20160817T075357.274957,0,1,187,187,
20170112T001230.032769,1,0,0,103,
20160817T075431.274957,0,1,204,204,
20170112T023734.032769,1,0,0,103,
20160817T075505.274957,0,1,221,221,
20170112T050238.032769,1,0,0,103,
20160817T075539.274957,0,1,238,238,
20170112T072742.032769,1,0,0,103,
20160817T075613.274957,0,1,255,255,
20170112T095246.040582,1,0,0,103,
20160817T075647.274957,0,1,16,16,
20170112T121750.040582,1,0,0,103,
20160817T075721.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T075739.274957,0,1,42,42,
20170112T155942.040582,1,0,0,103,
20160817T075813.274957,0,1,59,59,
20170112T182446.040582,1,0,0,103,
20160817T075847.274957,0,1,76,76,
20170112T204950.040582,1,0,0,103,
20160817T075921.274957,0,1,93,93,
20170112T231454.040582,1,0,0,103,
20160817T075955.274957,0,1,110,110,
20170113T013958.040582,1,0,0,103,
20160817T080029.274957,0,1,127,127,
20170113T040502.040582,1,0,0,103,
20160817T080103.274957,0,1,144,144,
20170113T063006.040582,1,0,0,103,
20160817T080137.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T080155.274957,0,1,170,170,
20170113T101158.040582,1,0,0,104,
20160817T080229.274957,0,1,187,187,
20170113T123702.040582,1,0,0,104,
20160817T080303.274957,0,1,204,204,
20170113T150206.040582,1,0,0,104,
20160817T080337.274957,0,1,221,221,
20170113T172710.040582,1,0,0,104,
20160817T080411.274957,0,1,238,238,
20170113T195214.040582,1,0,0,104,
20160817T080445.274957,0,1,255,255,
20170113T221718.048395,1,0,0,104,
20160817T080519.274957,0,1,16,16,
20170114T004222.048395,1,0,0,104,
20160817T080553.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T080611.274957,0,1,42,42,
20170114T042414.048395,1,0,0,104,
20160817T080645.274957,0,1,59,59,
20170114T064918.048395,1,0,0,104,
20160817T080719.274957,0,1,76,76,
20170114T091422.048395,1,0,0,104,
20160817T080753.274957,0,1,93,93,
20170114T113926.048395,1,0,0,104,
20160817T080827.274957,0,1,110,110,
20170114T140430.048395,1,0,0,104,
20160817T080901.274957,0,1,127,127,
20170114T162934.048395,1,0,0,104,
20160817T080935.274957,0,1,144,144,
20170114T185438.048395,1,0,0,104,
20160817T081009.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T081027.274957,0,1,170,170,
20170114T223630.048395,1,0,0,105,
20160817T081101.274957,0,1,187,187,
20170115T010134.048395,1,0,0,105,
20160817T081135.274957,0,1,204,204,
20170115T032638.048395,1,0,0,105,
20160817T081209.274957,0,1,221,221,
20170115T055142.048395,1,0,0,105,
20160817T081243.274957,0,1,238,238,
20170115T081646.048395,1,0,0,105,
20160817T081317.274957,0,1,255,255,
20170115T104150.056207,1,0,0,105,
20160817T081351.274957,0,1,16,16,
20170115T130654.056207,1,0,0,105,
20160817T081425.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T081443.274957,0,1,42,42,
20170115T164846.056207,1,0,0,105,
20160817T081517.274957,0,1,59,59,
20170115T191350.056207,1,0,0,105,
20160817T081551.274957,0,1,76,76,
20170115T213854.056207,1,0,0,105,
20160817T081625.274957,0,1,93,93,
20170116T000358.056207,1,0,0,105,
20160817T081659.274957,0,1,110,110,
20170116T022902.056207,1,0,0,105,
20160817T081733.274957,0,1,127,127,
20170116T045406.056207,1,0,0,105,
20160817T081807.274957,0,1,144,144,
20170116T071910.056207,1,0,0,105,
20160817T081841.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T081859.274957,0,1,170,170,
20170116T110102.056207,1,0,0,106,
20160817T081933.274957,0,1,187,187,
20170116T132606.056207,1,0,0,106,
20160817T082007.274957,0,1,204,204,
20170116T155110.056207,1,0,0,106,
20160817T082041.274957,0,1,221,221,
20170116T181614.056207,1,0,0,106,
20160817T082115.274957,0,1,238,238,
20170116T204118.056207,1,0,0,106,
20160817T082149.274957,0,1,255,255,
20170116T230622.064019,1,0,0,106,
20160817T082223.274957,0,1,16,16,
20170117T013126.064019,1,0,0,106,
20160817T082257.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T082315.274957,0,1,42,42,
20170117T051318.064019,1,0,0,106,
20160817T082349.274957,0,1,59,59,
20170117T073822.064019,1,0,0,106,
20160817T082423.274957,0,1,76,76,
20170117T100326.064019,1,0,0,106,
20160817T082457.274957,0,1,93,93,
20170117T122830.064019,1,0,0,106,
20160817T082531.274957,0,1,110,110,
20170117T145334.064019,1,0,0,106,
20160817T082605.274957,0,1,127,127,
20170117T171838.064019,1,0,0,106,
20160817T082639.274957,0,1,144,144,
20170117T194342.064019,1,0,0,106,
20160817T082713.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T082731.274957,0,1,170,170,
20170117T232534.064019,1,0,0,107,
20160817T082805.274957,0,1,187,187,
20170118T015038.064019,1,0,0,107,
20160817T082839.274957,0,1,204,204,
20170118T041542.064019,1,0,0,107,
20160817T082913.274957,0,1,221,221,
20170118T064046.064019,1,0,0,107,
20160817T082947.274957,0,1,238,238,
20170118T090550.064019,1,0,0,107,
20160817T083021.274957,0,1,255,255,
20170118T113054.071832,1,0,0,107,
20160817T083055.274957,0,1,16,16,
20170118T135558.071832,1,0,0,107,
20160817T083129.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T083147.274957,0,1,42,42,
20170118T173750.071832,1,0,0,107,
20160817T083221.274957,0,1,59,59,
20170118T200254.071832,1,0,0,107,
20160817T083255.274957,0,1,76,76,
20170118T222758.071832,1,0,0,107,
20160817T083329.274957,0,1,93,93,
20170119T005302.071832,1,0,0,107,
20160817T083403.274957,0,1,110,110,
20170119T031806.071832,1,0,0,107,
20160817T083437.274957,0,1,127,127,
20170119T054310.071832,1,0,0,107,
20160817T083511.274957,0,1,144,144,
20170119T080814.071832,1,0,0,107,
20160817T083545.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T083603.274957,0,1,170,170,
20170119T115006.071832,1,0,0,108,
20160817T083637.274957,0,1,187,187,
20170119T141510.071832,1,0,0,108,
20160817T083711.274957,0,1,204,204,
20170119T164014.071832,1,0,0,108,
20160817T083745.274957,0,1,221,221,
20170119T190518.071832,1,0,0,108,
20160817T083819.274957,0,1,238,238,
20170119T213022.071832,1,0,0,108,
20160817T083853.274957,0,1,255,255,
20170119T235526.079645,1,0,0,108,
20160817T083927.274957,0,1,16,16,
20170120T022030.079645,1,0,0,108,
20160817T084001.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T084019.274957,0,1,42,42,
20170120T060222.079645,1,0,0,108,
20160817T084053.274957,0,1,59,59,
20170120T082726.079645,1,0,0,108,
20160817T084127.274957,0,1,76,76,
20170120T105230.079645,1,0,0,108,
20160817T084201.274957,0,1,93,93,
20170120T131734.079645,1,0,0,108,
20160817T084235.274957,0,1,110,110,
20170120T154238.079645,1,0,0,108,
20160817T084309.274957,0,1,127,127,
20170120T180742.079645,1,0,0,108,
20160817T084343.274957,0,1,144,144,
20170120T203246.079645,1,0,0,108,
20160817T084417.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T084435.274957,0,1,170,170,
20170121T001438.079645,1,0,0,109,
20160817T084509.274957,0,1,187,187,
20170121T023942.079645,1,0,0,109,
20160817T084543.274957,0,1,204,204,
20170121T050446.079645,1,0,0,109,
20160817T084617.274957,0,1,221,221,
20170121T072950.079645,1,0,0,109,
20160817T084651.274957,0,1,238,238,
20170121T095454.079645,1,0,0,109,
20160817T084725.274957,0,1,255,255,
20170121T121958.087457,1,0,0,109,
20160817T084759.274957,0,1,16,16,
20170121T144502.087457,1,0,0,109,
20160817T084833.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T084851.274957,0,1,42,42,
20170121T182654.087457,1,0,0,109,
20160817T084925.274957,0,1,59,59,
20170121T205158.087457,1,0,0,109,
20160817T084959.274957,0,1,76,76,
