Time,Delay/Advance Val,ICU packet checksum,ICU command count,sync_pulse_count
20170121T231702.087457,1,0,0,109,
20160817T085033.274957,0,1,93,93,
20170122T014206.087457,1,0,0,109,
20160817T085107.274957,0,1,110,110,
20170122T040710.087457,1,0,0,109,
20160817T085141.274957,0,1,127,127,
20170122T063214.087457,1,0,0,109,
20160817T085215.274957,0,1,144,144,
20170122T085718.087457,1,0,0,109,
20160817T085249.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T085307.274957,0,1,170,170,
20170122T123910.087457,1,0,0,110,
20160817T085341.274957,0,1,187,187,
20170122T150414.087457,1,0,0,110,
20160817T085415.274957,0,1,204,204,
20170122T172918.087457,1,0,0,110,
20160817T085449.274957,0,1,221,221,
20170122T195422.087457,1,0,0,110,
20160817T085523.274957,0,1,238,238,
20170122T221926.087457,1,0,0,110,
20160817T085557.274957,0,1,255,255,
20170123T004430.095269,1,0,0,110,
20160817T085631.274957,0,1,16,16,
20170123T030934.095269,1,0,0,110,
20160817T085705.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T085723.274957,0,1,42,42,
20170123T065126.095269,1,0,0,110,
20160817T085757.274957,0,1,59,59,
20170123T091630.095269,1,0,0,110,
20160817T085831.274957,0,1,76,76,
20170123T114134.095269,1,0,0,110,
20160817T085905.274957,0,1,93,93,
20170123T140638.095269,1,0,0,110,
20160817T085939.274957,0,1,110,110,
20170123T163142.095269,1,0,0,110,
20160817T090013.274957,0,1,127,127,
20170123T185646.095269,1,0,0,110,
20160817T090047.274957,0,1,144,144,
20170123T212150.095269,1,0,0,110,
20160817T090121.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T090139.274957,0,1,170,170,
20170124T010342.095269,1,0,0,111,
20160817T090213.274957,0,1,187,187,
20170124T032846.095269,1,0,0,111,
20160817T090247.274957,0,1,204,204,
20170124T055350.095269,1,0,0,111,
20160817T090321.274957,0,1,221,221,
20170124T081854.095269,1,0,0,111,
20160817T090355.274957,0,1,238,238,
20170124T104358.095269,1,0,0,111,
20160817T090429.274957,0,1,255,255,
20170124T130902.103082,1,0,0,111,
20160817T090503.274957,0,1,16,16,
20170124T153406.103082,1,0,0,111,
20160817T090537.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T090555.274957,0,1,42,42,
20170124T191558.103082,1,0,0,111,
20160817T090629.274957,0,1,59,59,
20170124T214102.103082,1,0,0,111,
20160817T090703.274957,0,1,76,76,
20170125T000606.103082,1,0,0,111,
20160817T090737.274957,0,1,93,93,
20170125T023110.103082,1,0,0,111,
20160817T090811.274957,0,1,110,110,
20170125T045614.103082,1,0,0,111,
20160817T090845.274957,0,1,127,127,
20170125T072118.103082,1,0,0,111,
20160817T090919.274957,0,1,144,144,
20170125T094622.103082,1,0,0,111,
20160817T090953.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T091011.274957,0,1,170,170,
20170125T132814.103082,1,0,0,112,
20160817T091045.274957,0,1,187,187,
20170125T155318.103082,1,0,0,112,
20160817T091119.274957,0,1,204,204,
20170125T181822.103082,1,0,0,112,
20160817T091153.274957,0,1,221,221,
20170125T204326.103082,1,0,0,112,
20160817T091227.274957,0,1,238,238,
20170125T230830.103082,1,0,0,112,
20160817T091301.274957,0,1,255,255,
20170126T013334.110895,1,0,0,112,
20160817T091335.274957,0,1,16,16,
20170126T035838.110895,1,0,0,112,
20160817T091409.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T091427.274957,0,1,42,42,
20170126T074030.110895,1,0,0,112,
20160817T091501.274957,0,1,59,59,
20170126T100534.110895,1,0,0,112,
20160817T091535.274957,0,1,76,76,
20170126T123038.110895,1,0,0,112,
20160817T091609.274957,0,1,93,93,
20170126T145542.110895,1,0,0,112,
20160817T091643.274957,0,1,110,110,
20170126T172046.110895,1,0,0,112,
20160817T091717.274957,0,1,127,127,
20170126T194550.110895,1,0,0,112,
20160817T091751.274957,0,1,144,144,
20170126T221054.110895,1,0,0,112,
20160817T091825.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T091843.274957,0,1,170,170,
20170127T015246.110895,1,0,0,113,
20160817T091917.274957,0,1,187,187,
20170127T041750.110895,1,0,0,113,
20160817T091951.274957,0,1,204,204,
20170127T064254.110895,1,0,0,113,
20160817T092025.274957,0,1,221,221,
20170127T090758.110895,1,0,0,113,
20160817T092059.274957,0,1,238,238,
20170127T113302.110895,1,0,0,113,
20160817T092133.274957,0,1,255,255,
20170127T135806.118707,1,0,0,113,
20160817T092207.274957,0,1,16,16,
20170127T162310.118707,1,0,0,113,
20160817T092241.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T092259.274957,0,1,42,42,
20170127T200502.118707,1,0,0,113,
20160817T092333.274957,0,1,59,59,
20170127T223006.118707,1,0,0,113,
20160817T092407.274957,0,1,76,76,
20170128T005510.118707,1,0,0,113,
20160817T092441.274957,0,1,93,93,
20170128T032014.118707,1,0,0,113,
20160817T092515.274957,0,1,110,110,
20170128T054518.118707,1,0,0,113,
20160817T092549.274957,0,1,127,127,
20170128T081022.118707,1,0,0,113,
20160817T092623.274957,0,1,144,144,
20170128T103526.118707,1,0,0,113,
20160817T092657.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T092715.274957,0,1,170,170,
20170128T141718.118707,1,0,0,114,
20160817T092749.274957,0,1,187,187,
20170128T164222.118707,1,0,0,114,
20160817T092823.274957,0,1,204,204,
20170128T190726.118707,1,0,0,114,
20160817T092857.274957,0,1,221,221,
20170128T213230.118707,1,0,0,114,
20160817T092931.274957,0,1,238,238,
20170128T235734.118707,1,0,0,114,
20160817T093005.274957,0,1,255,255,
20170129T022238.126519,1,0,0,114,
20160817T093039.274957,0,1,16,16,
20170129T044742.126519,1,0,0,114,
20160817T093113.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T093131.274957,0,1,42,42,
20170129T082934.126519,1,0,0,114,
20160817T093205.274957,0,1,59,59,
20170129T105438.126519,1,0,0,114,
20160817T093239.274957,0,1,76,76,
20170129T131942.126519,1,0,0,114,
20160817T093313.274957,0,1,93,93,
20170129T154446.126519,1,0,0,114,
20160817T093347.274957,0,1,110,110,
20170129T180950.126519,1,0,0,114,
20160817T093421.274957,0,1,127,127,
20170129T203454.126519,1,0,0,114,
20160817T093455.274957,0,1,144,144,
20170129T225958.126519,1,0,0,114,
20160817T093529.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T093547.274957,0,1,170,170,
20170130T024150.126519,1,0,0,115,
20160817T093621.274957,0,1,187,187,
20170130T050654.126519,1,0,0,115,
20160817T093655.274957,0,1,204,204,
20170130T073158.126519,1,0,0,115,
20160817T093729.274957,0,1,221,221,
20170130T095702.126519,1,0,0,115,
20160817T093803.274957,0,1,238,238,
20170130T122206.126519,1,0,0,115,
20160817T093837.274957,0,1,255,255,
20170130T144710.134332,1,0,0,115,
20160817T093911.274957,0,1,16,16,
20170130T171214.134332,1,0,0,115,
20160817T093945.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T094003.274957,0,1,42,42,
20170130T205406.134332,1,0,0,115,
20160817T094037.274957,0,1,59,59,
20170130T231910.134332,1,0,0,115,
20160817T094111.274957,0,1,76,76,
20170131T014414.134332,1,0,0,115,
20160817T094145.274957,0,1,93,93,
20170131T040918.134332,1,0,0,115,
20160817T094219.274957,0,1,110,110,
20170131T063422.134332,1,0,0,115,
20160817T094253.274957,0,1,127,127,
20170131T085926.134332,1,0,0,115,
20160817T094327.274957,0,1,144,144,
20170131T112430.134332,1,0,0,115,
20160817T094401.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T094419.274957,0,1,170,170,
20170131T150622.134332,1,0,0,116,
20160817T094453.274957,0,1,187,187,
20170131T173126.134332,1,0,0,116,
20160817T094527.274957,0,1,204,204,
20170131T195630.134332,1,0,0,116,
20160817T094601.274957,0,1,221,221,
20170131T222134.134332,1,0,0,116,
20160817T094635.274957,0,1,238,238,
20170201T004638.134332,1,0,0,116,
20160817T094709.274957,0,1,255,255,
20170201T031142.142145,1,0,0,116,
20160817T094743.274957,0,1,16,16,
20170201T053646.142145,1,0,0,116,
20160817T094817.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T094835.274957,0,1,42,42,
20170201T091838.142145,1,0,0,116,
20160817T094909.274957,0,1,59,59,
20170201T114342.142145,1,0,0,116,
20160817T094943.274957,0,1,76,76,
20170201T140846.142145,1,0,0,116,
20160817T095017.274957,0,1,93,93,
20170201T163350.142145,1,0,0,116,
20160817T095051.274957,0,1,110,110,
20170201T185854.142145,1,0,0,116,
20160817T095125.274957,0,1,127,127,
20170201T212358.142145,1,0,0,116,
20160817T095159.274957,0,1,144,144,
20170201T234902.142145,1,0,0,116,
20160817T095233.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T095251.274957,0,1,170,170,
20170202T033054.142145,1,0,0,117,
20160817T095325.274957,0,1,187,187,
20170202T055558.142145,1,0,0,117,
20160817T095359.274957,0,1,204,204,
20170202T082102.142145,1,0,0,117,
20160817T095433.274957,0,1,221,221,
20170202T104606.142145,1,0,0,117,
20160817T095507.274957,0,1,238,238,
20170202T131110.142145,1,0,0,117,
20160817T095541.274957,0,1,255,255,
20170202T153614.149957,1,0,0,117,
20160817T095615.274957,0,1,16,16,
20170202T180118.149957,1,0,0,117,
20160817T095649.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T095707.274957,0,1,42,42,
20170202T214310.149957,1,0,0,117,
20160817T095741.274957,0,1,59,59,
20170203T000814.149957,1,0,0,117,
20160817T095815.274957,0,1,76,76,
20170203T023318.149957,1,0,0,117,
20160817T095849.274957,0,1,93,93,
20170203T045822.149957,1,0,0,117,
20160817T095923.274957,0,1,110,110,
20170203T072326.149957,1,0,0,117,
20160817T095957.274957,0,1,127,127,
20170203T094830.149957,1,0,0,117,
20160817T100031.274957,0,1,144,144,
20170203T121334.149957,1,0,0,117,
20160817T100105.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T100123.274957,0,1,170,170,
20170203T155526.149957,1,0,0,118,
20160817T100157.274957,0,1,187,187,
20170203T182030.149957,1,0,0,118,
20160817T100231.274957,0,1,204,204,
20170203T204534.149957,1,0,0,118,
20160817T100305.274957,0,1,221,221,
20170203T231038.149957,1,0,0,118,
20160817T100339.274957,0,1,238,238,
20170204T013542.149957,1,0,0,118,
20160817T100413.274957,0,1,255,255,
20170204T040046.157769,1,0,0,118,
20160817T100447.274957,0,1,16,16,
20170204T062550.157769,1,0,0,118,
20160817T100521.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T100539.274957,0,1,42,42,
20170204T100742.157769,1,0,0,118,
20160817T100613.274957,0,1,59,59,
20170204T123246.157769,1,0,0,118,
20160817T100647.274957,0,1,76,76,
20170204T145750.157769,1,0,0,118,
20160817T100721.274957,0,1,93,93,
20170204T172254.157769,1,0,0,118,
20160817T100755.274957,0,1,110,110,
20170204T194758.157769,1,0,0,118,
20160817T100829.274957,0,1,127,127,
20170204T221302.157769,1,0,0,118,
20160817T100903.274957,0,1,144,144,
20170205T003806.157769,1,0,0,118,
20160817T100937.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T100955.274957,0,1,170,170,
20170205T041958.157769,1,0,0,119,
20160817T101029.274957,0,1,187,187,
20170205T064502.157769,1,0,0,119,
20160817T101103.274957,0,1,204,204,
20170205T091006.157769,1,0,0,119,
20160817T101137.274957,0,1,221,221,
20170205T113510.157769,1,0,0,119,
20160817T101211.274957,0,1,238,238,
20170205T140014.157769,1,0,0,119,
20160817T101245.274957,0,1,255,255,
20170205T162518.165582,1,0,0,119,
20160817T101319.274957,0,1,16,16,
20170205T185022.165582,1,0,0,119,
20160817T101353.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T101411.274957,0,1,42,42,
20170205T223214.165582,1,0,0,119,
20160817T101445.274957,0,1,59,59,
20170206T005718.165582,1,0,0,119,
20160817T101519.274957,0,1,76,76,
20170206T032222.165582,1,0,0,119,
20160817T101553.274957,0,1,93,93,
20170206T054726.165582,1,0,0,119,
20160817T101627.274957,0,1,110,110,
20170206T081230.165582,1,0,0,119,
20160817T101701.274957,0,1,127,127,
20170206T103734.165582,1,0,0,119,
20160817T101735.274957,0,1,144,144,
20170206T130238.165582,1,0,0,119,
20160817T101809.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T101827.274957,0,1,170,170,
20170206T164430.165582,1,0,0,120,
20160817T101901.274957,0,1,187,187,
20170206T190934.165582,1,0,0,120,
20160817T101935.274957,0,1,204,204,
20170206T213438.165582,1,0,0,120,
20160817T102009.274957,0,1,221,221,
20170206T235942.165582,1,0,0,120,
20160817T102043.274957,0,1,238,238,
20170207T022446.165582,1,0,0,120,
20160817T102117.274957,0,1,255,255,
20170207T044950.173395,1,0,0,120,
20160817T102151.274957,0,1,16,16,
20170207T071454.173395,1,0,0,120,
20160817T102225.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T102243.274957,0,1,42,42,
20170207T105646.173395,1,0,0,120,
20160817T102317.274957,0,1,59,59,
20170207T132150.173395,1,0,0,120,
20160817T102351.274957,0,1,76,76,
20170207T154654.173395,1,0,0,120,
20160817T102425.274957,0,1,93,93,
20170207T181158.173395,1,0,0,120,
20160817T102459.274957,0,1,110,110,
20170207T203702.173395,1,0,0,120,
20160817T102533.274957,0,1,127,127,
20170207T230206.173395,1,0,0,120,
20160817T102607.274957,0,1,144,144,
20170208T012710.173395,1,0,0,120,
20160817T102641.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T102659.274957,0,1,170,170,
20170208T050902.173395,1,0,0,121,
20160817T102733.274957,0,1,187,187,
20170208T073406.173395,1,0,0,121,
20160817T102807.274957,0,1,204,204,
20170208T095910.173395,1,0,0,121,
20160817T102841.274957,0,1,221,221,
20170208T122414.173395,1,0,0,121,
20160817T102915.274957,0,1,238,238,
20170208T144918.173395,1,0,0,121,
20160817T102949.274957,0,1,255,255,
20170208T171422.181207,1,0,0,121,
20160817T103023.274957,0,1,16,16,
20170208T193926.181207,1,0,0,121,
20160817T103057.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T103115.274957,0,1,42,42,
20170208T232118.181207,1,0,0,121,
20160817T103149.274957,0,1,59,59,
20170209T014622.181207,1,0,0,121,
20160817T103223.274957,0,1,76,76,
20170209T041126.181207,1,0,0,121,
20160817T103257.274957,0,1,93,93,
20170209T063630.181207,1,0,0,121,
20160817T103331.274957,0,1,110,110,
20170209T090134.181207,1,0,0,121,
20160817T103405.274957,0,1,127,127,
20170209T112638.181207,1,0,0,121,
20160817T103439.274957,0,1,144,144,
20170209T135142.181207,1,0,0,121,
20160817T103513.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T103531.274957,0,1,170,170,
20170209T173334.181207,1,0,0,122,
20160817T103605.274957,0,1,187,187,
20170209T195838.181207,1,0,0,122,
20160817T103639.274957,0,1,204,204,
20170209T222342.181207,1,0,0,122,
20160817T103713.274957,0,1,221,221,
20170210T004846.181207,1,0,0,122,
20160817T103747.274957,0,1,238,238,
20170210T031350.181207,1,0,0,122,
20160817T103821.274957,0,1,255,255,
20170210T053854.189019,1,0,0,122,
20160817T103855.274957,0,1,16,16,
20170210T080358.189019,1,0,0,122,
20160817T103929.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T103947.274957,0,1,42,42,
20170210T114550.189019,1,0,0,122,
20160817T104021.274957,0,1,59,59,
20170210T141054.189019,1,0,0,122,
20160817T104055.274957,0,1,76,76,
20170210T163558.189019,1,0,0,122,
20160817T104129.274957,0,1,93,93,
20170210T190102.189019,1,0,0,122,
20160817T104203.274957,0,1,110,110,
20170210T212606.189019,1,0,0,122,
20160817T104237.274957,0,1,127,127,
20170210T235110.189019,1,0,0,122,
20160817T104311.274957,0,1,144,144,
20170211T021614.189019,1,0,0,122,
20160817T104345.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T104403.274957,0,1,170,170,
20170211T055806.189019,1,0,0,123,
20160817T104437.274957,0,1,187,187,
20170211T082310.189019,1,0,0,123,
20160817T104511.274957,0,1,204,204,
20170211T104814.189019,1,0,0,123,
20160817T104545.274957,0,1,221,221,
20170211T131318.189019,1,0,0,123,
20160817T104619.274957,0,1,238,238,
20170211T153822.189019,1,0,0,123,
20160817T104653.274957,0,1,255,255,
20170211T180326.196832,1,0,0,123,
20160817T104727.274957,0,1,16,16,
20170211T202830.196832,1,0,0,123,
20160817T104801.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T104819.274957,0,1,42,42,
20170212T001022.196832,1,0,0,123,
20160817T104853.274957,0,1,59,59,
20170212T023526.196832,1,0,0,123,
20160817T104927.274957,0,1,76,76,
20170212T050030.196832,1,0,0,123,
20160817T105001.274957,0,1,93,93,
20170212T072534.196832,1,0,0,123,
20160817T105035.274957,0,1,110,110,
20170212T095038.196832,1,0,0,123,
20160817T105109.274957,0,1,127,127,
20170212T121542.196832,1,0,0,123,
20160817T105143.274957,0,1,144,144,
20170212T144046.196832,1,0,0,123,
20160817T105217.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T105235.274957,0,1,170,170,
20170212T182238.196832,1,0,0,124,
20160817T105309.274957,0,1,187,187,
20170212T204742.196832,1,0,0,124,
20160817T105343.274957,0,1,204,204,
20170212T231246.196832,1,0,0,124,
20160817T105417.274957,0,1,221,221,
20170213T013750.196832,1,0,0,124,
20160817T105451.274957,0,1,238,238,
20170213T040254.196832,1,0,0,124,
20160817T105525.274957,0,1,255,255,
20170213T062758.204645,1,0,0,124,
20160817T105559.274957,0,1,16,16,
20170213T085302.204645,1,0,0,124,
20160817T105633.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T105651.274957,0,1,42,42,
20170213T123454.204645,1,0,0,124,
20160817T105725.274957,0,1,59,59,
20170213T145958.204645,1,0,0,124,
20160817T105759.274957,0,1,76,76,
20170213T172502.204645,1,0,0,124,
20160817T105833.274957,0,1,93,93,
20170213T195006.204645,1,0,0,124,
20160817T105907.274957,0,1,110,110,
20170213T221510.204645,1,0,0,124,
20160817T105941.274957,0,1,127,127,
20170214T004014.204645,1,0,0,124,
20160817T110015.274957,0,1,144,144,
20170214T030518.204645,1,0,0,124,
20160817T110049.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T110107.274957,0,1,170,170,
20170214T064710.204645,1,0,0,125,
20160817T110141.274957,0,1,187,187,
20170214T091214.204645,1,0,0,125,
20160817T110215.274957,0,1,204,204,
20170214T113718.204645,1,0,0,125,
20160817T110249.274957,0,1,221,221,
20170214T140222.204645,1,0,0,125,
20160817T110323.274957,0,1,238,238,
20170214T162726.204645,1,0,0,125,
20160817T110357.274957,0,1,255,255,
20170214T185230.212457,1,0,0,125,
20160817T110431.274957,0,1,16,16,
20170214T211734.212457,1,0,0,125,
20160817T110505.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T110523.274957,0,1,42,42,
20170215T005926.212457,1,0,0,125,
20160817T110557.274957,0,1,59,59,
20170215T032430.212457,1,0,0,125,
20160817T110631.274957,0,1,76,76,
20170215T054934.212457,1,0,0,125,
20160817T110705.274957,0,1,93,93,
20170215T081438.212457,1,0,0,125,
20160817T110739.274957,0,1,110,110,
20170215T103942.212457,1,0,0,125,
20160817T110813.274957,0,1,127,127,
20170215T130446.212457,1,0,0,125,
20160817T110847.274957,0,1,144,144,
20170215T152950.212457,1,0,0,125,
20160817T110921.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T110939.274957,0,1,170,170,
20170215T191142.212457,1,0,0,126,
20160817T111013.274957,0,1,187,187,
20170215T213646.212457,1,0,0,126,
20160817T111047.274957,0,1,204,204,
20170216T000150.212457,1,0,0,126,
20160817T111121.274957,0,1,221,221,
20170216T022654.212457,1,0,0,126,
20160817T111155.274957,0,1,238,238,
20170216T045158.212457,1,0,0,126,
20160817T111229.274957,0,1,255,255,
20170216T071702.220269,1,0,0,126,
20160817T111303.274957,0,1,16,16,
20170216T094206.220269,1,0,0,126,
20160817T111337.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160817T111355.274957,0,1,42,42,
20170216T132358.220269,1,0,0,126,
20160817T111429.274957,0,1,59,59,
20170216T154902.220269,1,0,0,126,
20160817T111503.274957,0,1,76,76,
20170216T181406.220269,1,0,0,126,
20160817T111537.274957,0,1,93,93,
20170216T203910.220269,1,0,0,126,
20160817T111611.274957,0,1,110,110,
20170216T230414.220269,1,0,0,126,
20160817T111645.274957,0,1,127,127,
20170217T012918.220269,1,0,0,126,
20160817T111719.274957,0,1,144,144,
20170217T035422.220269,1,0,0,126,
20160817T111753.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160817T111811.274957,0,1,170,170,
20170217T073614.220269,1,0,0,127,
20160817T111845.274957,0,1,187,187,
20170217T100118.220269,1,0,0,127,
20160817T111919.274957,0,1,204,204,
20170217T122622.220269,1,0,0,127,
20160817T111953.274957,0,1,221,221,
