Time,I_FIB,I_FOB,I_FSC,I_P3V3,I_FIBH,I_FOBH,I_FSCH,I_P1V8,Temp,V_P2V4,V_P3V3,V_P12V,V_P8V,V_N8V,V_P5V,V_N5V
2016-08-24T11:18:54.502156,0,862,256,0,335,1,20224,335,0,336,1,20480,336,1,0,864,
2016-08-24T12:44:14.502156,22528,344,1,0,872,256,0,345,1,22784,345,0,346,1,23040,346,
2016-08-24T14:18:06.502156,25344,355,0,356,1,25600,356,1,0,884,256,0,357,1,25856,357,
2016-08-27T18:40:32.494344,0,365,1,27904,365,0,366,1,28160,366,1,0,894,256,0,367,
2016-08-24T17:00:14.502156,0,902,256,0,375,1,30464,375,0,376,1,30720,376,1,0,904,
2016-08-24T18:25:34.502156,32768,384,1,0,912,256,0,385,1,33024,385,0,386,1,33280,386,
2016-08-24T19:59:26.502156,35584,395,0,396,1,35840,396,1,0,924,256,0,397,1,36096,397,
2016-08-28T00:21:52.494344,0,405,1,38144,405,0,406,1,38400,406,1,0,934,256,0,407,
2016-08-24T22:41:34.502156,0,942,256,0,415,1,40704,415,0,416,1,40960,416,1,0,944,
2016-08-25T00:06:54.502156,43008,424,1,0,952,256,0,425,1,43264,425,0,426,1,43520,426,
2016-08-25T01:40:46.502156,45824,435,0,436,1,46080,436,1,0,964,256,0,437,1,46336,437,
2016-08-28T06:03:12.494344,0,445,1,48384,445,0,446,1,48640,446,1,0,974,256,0,447,
2016-08-25T04:22:54.502156,0,982,256,0,455,1,50944,455,0,456,1,51200,456,1,0,984,
2016-08-25T05:48:14.502156,53248,464,1,0,992,256,0,465,1,53504,465,0,466,1,53760,466,
2016-08-25T07:22:06.502156,56064,475,0,476,1,56320,476,1,0,1004,256,0,477,1,56576,477,
2016-08-28T11:44:32.494344,0,485,1,58624,485,0,486,1,58880,486,1,0,1014,256,0,487,
2016-08-25T10:04:14.502156,0,1022,256,0,495,1,61184,495,0,496,1,61440,496,1,0,1024,
2016-08-25T11:29:34.502156,63488,504,1,0,1032,256,0,505,1,63744,505,0,506,1,64000,506,
2016-08-22T12:05:54.494344,514,2,512,256,4,4609,0,2,768,515,2,768,2,1024,516,2,
2016-08-25T14:11:42.509969,2816,2,3072,524,2,3072,256,4,7169,0,2,3328,525,2,3328,2,
2016-08-25T18:02:06.509969,9728,256,4,13825,0,2,9984,551,2,9984,2,10240,552,2,10240,256,
2016-08-28T22:33:04.494344,0,561,2,12544,561,0,562,2,12800,562,1,0,1090,256,0,563,
2016-08-25T20:52:46.502156,0,1098,256,0,571,2,15104,571,0,572,2,15360,572,1,0,1100,
2016-08-25T22:18:06.509969,17408,580,1,0,1108,256,0,581,2,17664,581,0,582,2,17920,582,
2016-08-22T12:08:26.494344,590,2,19968,256,4,24065,0,2,20224,591,2,20224,2,20480,592,2,
2016-08-26T01:00:14.509969,22272,2,22528,600,2,22528,256,4,26625,0,2,22784,601,2,22784,2,
2016-08-29T15:37:04.494344,0,681,2,43264,681,0,682,2,43520,682,1,0,1210,256,0,683,
2016-08-26T13:56:46.502156,0,1218,256,0,691,2,45824,691,0,692,2,46080,692,1,0,1220,
2016-08-26T15:22:06.509969,48128,700,1,0,1228,256,0,701,2,48384,701,0,702,2,48640,702,
2016-08-22T12:12:26.494344,710,2,50688,256,4,54785,0,2,50944,711,2,50944,2,51200,712,2,
2016-08-26T18:04:14.509969,52992,2,53248,720,2,53248,256,4,57345,0,2,53504,721,2,53504,2,
2016-08-27T17:49:18.517782,30208,256,5,34305,0,3,30464,887,3,30464,3,30720,888,3,30720,256,
2016-08-30T22:20:16.494344,0,897,3,33024,897,0,898,3,33280,898,1,0,1426,256,0,899,
2016-08-27T20:39:58.502156,0,1434,256,0,907,3,35584,907,0,908,3,35840,908,1,0,1436,
2016-08-27T22:05:18.517782,37888,916,1,0,1444,256,0,917,3,38144,917,0,918,3,38400,918,
2016-08-22T12:19:38.494344,926,3,40448,256,5,44545,0,3,40704,927,3,40704,3,40960,928,3,
2016-08-28T00:47:26.517782,42752,3,43008,936,3,43008,256,5,47105,0,3,43264,937,3,43264,3,
2016-08-28T20:33:34.502156,0,1602,256,0,1075,4,13056,1075,0,1076,4,13312,1076,1,0,1604,
2016-08-28T21:58:54.525594,15360,1084,1,0,1612,256,0,1085,4,15616,1085,0,1086,4,15872,1086,
2016-08-22T12:25:14.494344,1094,4,17920,256,6,22017,0,4,18176,1095,4,18176,4,18432,1096,4,
2016-08-29T00:41:02.525594,20224,4,20480,1104,4,20480,256,6,24577,0,4,20736,1105,4,20736,4,
2016-08-29T11:55:10.525594,40448,1182,1,0,1710,256,0,1183,4,40704,1183,0,1184,4,40960,1184,
2016-08-22T12:28:30.494344,1192,4,43008,256,6,47105,0,4,43264,1193,4,43264,4,43520,1194,4,
2016-08-29T14:37:18.525594,45312,4,45568,1202,4,45568,256,6,49665,0,4,45824,1203,4,45824,4,
2016-08-30T11:48:46.533406,17920,1350,1,0,1878,256,0,1351,5,18176,1351,0,1352,5,18432,1352,
2016-08-22T12:34:06.494344,1360,5,20480,256,7,24577,0,5,20736,1361,5,20736,5,20992,1362,5,
2016-08-30T14:30:54.533406,22784,5,23040,1370,5,23040,256,7,27137,0,5,23296,1371,5,23296,5,
2016-08-24T00:13:18.549032,48641,0,5,44800,1455,5,44800,5,45056,1456,5,45056,256,7,49153,0,
2016-08-31T04:01:34.533406,47104,256,7,51201,0,5,47360,1465,5,47360,5,47616,1466,5,47616,256,
2016-09-03T08:32:32.494344,0,1475,5,49920,1475,0,1476,5,50176,1476,1,0,2004,256,0,1477,
2016-08-31T06:52:14.502156,0,2012,256,0,1485,5,52480,1485,0,1486,5,52736,1486,1,0,2014,
2016-08-31T08:17:34.533406,54784,1494,1,0,2022,256,0,1495,5,55040,1495,0,1496,5,55296,1496,
2016-08-22T12:38:54.494344,1504,5,57344,256,7,61441,0,5,57600,1505,5,57600,5,57856,1506,5,
2016-08-31T10:59:42.533406,59648,5,59904,1514,5,59904,256,7,64001,0,5,60160,1515,5,60160,5,
2016-08-22T11:48:59.783406,6,42240,1701,0,1702,6,42496,1702,1,0,2230,256,0,1703,6,42752,
2016-09-01T15:17:50.541219,45056,1712,1,0,2240,256,0,1713,6,45312,1713,0,1714,6,45568,1714,
2016-08-22T12:46:10.494344,1722,6,47616,256,8,51713,0,6,47872,1723,6,47872,6,48128,1724,6,
2016-09-01T17:59:58.541219,49920,6,50176,1732,6,50176,256,8,54273,0,6,50432,1733,6,50432,6,
