Time,Status_HB,Status_LB,LUP_cnt,P1V5,P3V3,P5V,N5V,P8V,P12V,P1I5,P3I3,P5I,N5I,P8I,P12I,TE,TS1,TS2,Checksum,CMD_exec_cnt,ICU_err_cnt,Last_cmd,Last_err,HK_req_cnt,sync_count
20160819T005515.274957,1,135,133,1,10280,10280,1,33320,386,256,391,34304,1,10537,10537,1,33321,386,130,1,0,1,135,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T005931.274957,1,136,5,1,43176,43176,1,33448,386,256,392,1536,1,43433,43433,1,33449,386,130,1,0,1,136,7,0,
20160819T010239.274957,1,136,99,1,1542,1542,1,33542,387,256,392,25600,1,1799,1799,1,33543,387,131,1,0,1,136,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T010347.274957,1,136,133,1,10280,10280,1,33576,387,256,392,34304,1,10537,10537,1,33577,387,131,1,0,1,136,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T010803.274957,1,137,5,1,43176,43176,1,33704,387,256,393,1536,1,43433,43433,1,33705,387,131,1,0,1,137,7,0,
20160819T011111.274957,1,137,99,1,1542,1542,1,33798,388,256,393,25600,1,1799,1799,1,33799,388,132,1,0,1,137,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T011219.274957,1,137,133,1,10280,10280,1,33832,388,256,393,34304,1,10537,10537,1,33833,388,132,1,0,1,137,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T011635.274957,1,138,5,1,43176,43176,1,33960,388,256,394,1536,1,43433,43433,1,33961,388,132,1,0,1,138,7,0,
20160819T011943.274957,1,138,99,1,1542,1542,1,34054,389,256,394,25600,1,1799,1799,1,34055,389,133,1,0,1,138,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T012051.274957,1,138,133,1,10280,10280,1,34088,389,256,394,34304,1,10537,10537,1,34089,389,133,1,0,1,138,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T012507.274957,1,139,5,1,43176,43176,1,34216,389,256,395,1536,1,43433,43433,1,34217,389,133,1,0,1,139,7,0,
20160819T012815.274957,1,139,99,1,1542,1542,1,34310,390,256,395,25600,1,1799,1799,1,34311,390,134,1,0,1,139,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T012923.274957,1,139,133,1,10280,10280,1,34344,390,256,395,34304,1,10537,10537,1,34345,390,134,1,0,1,139,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T013339.274957,1,140,5,1,43176,43176,1,34472,390,256,396,1536,1,43433,43433,1,34473,390,134,1,0,1,140,7,0,
20160819T013647.274957,1,140,99,1,1542,1542,1,34566,391,256,396,25600,1,1799,1799,1,34567,391,135,1,0,1,140,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T013755.274957,1,140,133,1,10280,10280,1,34600,391,256,396,34304,1,10537,10537,1,34601,391,135,1,0,1,140,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T014211.274957,1,141,5,1,43176,43176,1,34728,391,256,397,1536,1,43433,43433,1,34729,391,135,1,0,1,141,7,0,
20160819T014519.274957,1,141,99,1,1542,1542,1,34822,392,256,397,25600,1,1799,1799,1,34823,392,136,1,0,1,141,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T014627.274957,1,141,133,1,10280,10280,1,34856,392,256,397,34304,1,10537,10537,1,34857,392,136,1,0,1,141,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T015043.274957,1,142,5,1,43176,43176,1,34984,392,256,398,1536,1,43433,43433,1,34985,392,136,1,0,1,142,7,0,
20160819T015351.274957,1,142,99,1,1542,1542,1,35078,393,256,398,25600,1,1799,1799,1,35079,393,137,1,0,1,142,101,0,
20160816T171421.274957,0,0,0,0,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160816T171421.274957,0,0,0,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T015917.274957,1,143,6,1,43433,43433,1,35241,393,256,399,1792,1,43690,43690,1,35242,393,137,1,0,1,143,8,0,
20160816T171421.274957,2,2,2,394,513,35329,1,36704,0,259,771,768,394,769,35329,1,36705,0,0,1,4,4,4,4,0,
20160819T020231.274957,1,143,103,1,2570,2570,1,35338,394,256,399,26624,1,2827,2827,1,35339,394,138,1,0,1,143,105,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T020331.274957,1,143,133,1,10280,10280,1,35368,394,256,399,34304,1,10537,10537,1,35369,394,138,1,0,1,143,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T020747.274957,1,144,5,1,43176,43176,1,35496,394,256,400,1536,1,43433,43433,1,35497,394,138,1,0,1,144,7,0,
20160819T021055.274957,1,144,99,1,1542,1542,1,35590,395,256,400,25600,1,1799,1799,1,35591,395,139,1,0,1,144,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T021203.274957,1,144,133,1,10280,10280,1,35624,395,256,400,34304,1,10537,10537,1,35625,395,139,1,0,1,144,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T021619.274957,1,145,5,1,43176,43176,1,35752,395,256,401,1536,1,43433,43433,1,35753,395,139,1,0,1,145,7,0,
20160819T021927.274957,1,145,99,1,1542,1542,1,35846,396,256,401,25600,1,1799,1799,1,35847,396,140,1,0,1,145,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T022035.274957,1,145,133,1,10280,10280,1,35880,396,256,401,34304,1,10537,10537,1,35881,396,140,1,0,1,145,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T022451.274957,1,146,5,1,43176,43176,1,36008,396,256,402,1536,1,43433,43433,1,36009,396,140,1,0,1,146,7,0,
20160819T022759.274957,1,146,99,1,1542,1542,1,36102,397,256,402,25600,1,1799,1799,1,36103,397,141,1,0,1,146,101,0,
20160816T171421.274957,0,0,0,0,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160816T171421.274957,0,0,0,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T023325.274957,1,147,6,1,43433,43433,1,36265,397,256,403,1792,1,43690,43690,1,36266,397,141,1,0,1,147,8,0,
20160816T171421.274957,2,2,2,398,513,36353,1,37728,0,259,771,768,398,769,36353,1,37729,0,0,1,4,4,4,4,0,
20160819T023639.274957,1,147,103,1,2570,2570,1,36362,398,256,403,26624,1,2827,2827,1,36363,398,142,1,0,1,147,105,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T023739.274957,1,147,133,1,10280,10280,1,36392,398,256,403,34304,1,10537,10537,1,36393,398,142,1,0,1,147,135,0,
20160816T171421.274957,0,0,0,0,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T015911.274957,1,143,1,404,24576,1,771,771,1,36611,399,256,404,24832,1,1028,1028,1,1,143,4,1,143,1,0,
20160816T171421.274957,0,0,0,0,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160816T171421.274957,163,163,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160816T171421.274957,2,2,2,400,513,36865,1,38240,0,259,771,768,400,769,36865,1,38241,0,0,1,4,4,4,4,0,
20160819T025343.274957,1,149,103,1,2570,2570,1,36874,400,256,405,26624,1,2827,2827,1,36875,400,144,1,0,1,149,105,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T025443.274957,1,149,133,1,10280,10280,1,36904,400,256,405,34304,1,10537,10537,1,36905,400,144,1,0,1,149,135,0,
20160816T171421.274957,0,0,0,0,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T021615.274957,1,145,1,406,24576,1,771,771,1,37123,401,256,406,24832,1,1028,1028,1,1,145,4,1,145,1,0,
20160816T171421.274957,0,0,0,0,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160816T171421.274957,163,163,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160816T171421.274957,2,2,2,402,513,37377,1,38752,0,259,771,768,402,769,37377,1,38753,0,0,1,4,4,4,4,0,
20160819T031047.274957,1,151,103,1,2570,2570,1,37386,402,256,407,26624,1,2827,2827,1,37387,402,146,1,0,1,151,105,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T031147.274957,1,151,133,1,10280,10280,1,37416,402,256,407,34304,1,10537,10537,1,37417,402,146,1,0,1,151,135,0,
20160816T171421.274957,0,0,0,0,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T023319.274957,1,147,1,408,24576,1,771,771,1,37635,403,256,408,24832,1,1028,1028,1,1,147,4,1,147,1,0,
20160816T171421.274957,0,0,0,0,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160816T171421.274957,163,163,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160816T171421.274957,2,2,2,404,513,37889,1,39264,0,259,771,768,404,769,37889,1,39265,0,0,1,4,4,4,4,0,
20160819T032751.274957,1,153,103,1,2570,2570,1,37898,404,256,409,26624,1,2827,2827,1,37899,404,148,1,0,1,153,105,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T032851.274957,1,153,133,1,10280,10280,1,37928,404,256,409,34304,1,10537,10537,1,37929,404,148,1,0,1,153,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T033307.274957,1,154,5,1,43176,43176,1,38056,404,256,410,1536,1,43433,43433,1,38057,404,148,1,0,1,154,7,0,
20160819T033615.274957,1,154,99,1,1542,1542,1,38150,405,256,410,25600,1,1799,1799,1,38151,405,149,1,0,1,154,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T033723.274957,1,154,133,1,10280,10280,1,38184,405,256,410,34304,1,10537,10537,1,38185,405,149,1,0,1,154,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T034139.274957,1,155,5,1,43176,43176,1,38312,405,256,411,1536,1,43433,43433,1,38313,405,149,1,0,1,155,7,0,
20160819T034447.274957,1,155,99,1,1542,1542,1,38406,406,256,411,25600,1,1799,1799,1,38407,406,150,1,0,1,155,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T034555.274957,1,155,133,1,10280,10280,1,38440,406,256,411,34304,1,10537,10537,1,38441,406,150,1,0,1,155,135,0,
20160816T171421.274957,0,0,0,0,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T030727.274957,1,151,1,412,24576,1,771,771,1,38659,407,256,412,24832,1,1028,1028,1,1,151,4,1,151,1,0,
20160816T171421.274957,0,0,0,0,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160816T171421.274957,163,163,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160816T171421.274957,2,2,2,408,513,38913,1,40288,0,259,771,768,408,769,38913,1,40289,0,0,1,4,4,4,4,0,
20160819T040159.274957,1,157,103,1,2570,2570,1,38922,408,256,413,26624,1,2827,2827,1,38923,408,152,1,0,1,157,105,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T040259.274957,1,157,133,1,10280,10280,1,38952,408,256,413,34304,1,10537,10537,1,38953,408,152,1,0,1,157,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T040715.274957,1,158,5,1,43176,43176,1,39080,408,256,414,1536,1,43433,43433,1,39081,408,152,1,0,1,158,7,0,
20160819T041023.274957,1,158,99,1,1542,1542,1,39174,409,256,414,25600,1,1799,1799,1,39175,409,153,1,0,1,158,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T041131.274957,1,158,133,1,10280,10280,1,39208,409,256,414,34304,1,10537,10537,1,39209,409,153,1,0,1,158,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T041547.274957,1,159,5,1,43176,43176,1,39336,409,256,415,1536,1,43433,43433,1,39337,409,153,1,0,1,159,7,0,
20160819T041855.274957,1,159,99,1,1542,1542,1,39430,410,256,415,25600,1,1799,1799,1,39431,410,154,1,0,1,159,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T042003.274957,1,159,133,1,10280,10280,1,39464,410,256,415,34304,1,10537,10537,1,39465,410,154,1,0,1,159,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T042419.274957,1,160,5,1,43176,43176,1,39592,410,256,416,1536,1,43433,43433,1,39593,410,154,1,0,1,160,7,0,
20160819T042727.274957,1,160,99,1,1542,1542,1,39686,411,256,416,25600,1,1799,1799,1,39687,411,155,1,0,1,160,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T042835.274957,1,160,133,1,10280,10280,1,39720,411,256,416,34304,1,10537,10537,1,39721,411,155,1,0,1,160,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T043251.274957,1,161,5,1,43176,43176,1,39848,411,256,417,1536,1,43433,43433,1,39849,411,155,1,0,1,161,7,0,
20160819T043559.274957,1,161,99,1,1542,1542,1,39942,412,256,417,25600,1,1799,1799,1,39943,412,156,1,0,1,161,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T043707.274957,1,161,133,1,10280,10280,1,39976,412,256,417,34304,1,10537,10537,1,39977,412,156,1,0,1,161,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T044123.274957,1,162,5,1,43176,43176,1,40104,412,256,418,1536,1,43433,43433,1,40105,412,156,1,0,1,162,7,0,
20160819T044431.274957,1,162,99,1,1542,1542,1,40198,413,256,418,25600,1,1799,1799,1,40199,413,157,1,0,1,162,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T044539.274957,1,162,133,1,10280,10280,1,40232,413,256,418,34304,1,10537,10537,1,40233,413,157,1,0,1,162,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T044955.274957,1,163,5,1,43176,43176,1,40360,413,256,419,1536,1,43433,43433,1,40361,413,157,1,0,1,163,7,0,
20160819T045303.274957,1,163,99,1,1542,1542,1,40454,414,256,419,25600,1,1799,1799,1,40455,414,158,1,0,1,163,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T045411.274957,1,163,133,1,10280,10280,1,40488,414,256,419,34304,1,10537,10537,1,40489,414,158,1,0,1,163,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T045827.274957,1,164,5,1,43176,43176,1,40616,414,256,420,1536,1,43433,43433,1,40617,414,158,1,0,1,164,7,0,
20160819T050135.274957,1,164,99,1,1542,1542,1,40710,415,256,420,25600,1,1799,1799,1,40711,415,159,1,0,1,164,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T050243.274957,1,164,133,1,10280,10280,1,40744,415,256,420,34304,1,10537,10537,1,40745,415,159,1,0,1,164,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T050659.274957,1,165,5,1,43176,43176,1,40872,415,256,421,1536,1,43433,43433,1,40873,415,159,1,0,1,165,7,0,
20160819T051007.274957,1,165,99,1,1542,1542,1,40966,416,256,421,25600,1,1799,1799,1,40967,416,160,1,0,1,165,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T051115.274957,1,165,133,1,10280,10280,1,41000,416,256,421,34304,1,10537,10537,1,41001,416,160,1,0,1,165,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T051531.274957,1,166,5,1,43176,43176,1,41128,416,256,422,1536,1,43433,43433,1,41129,416,160,1,0,1,166,7,0,
20160819T051839.274957,1,166,99,1,1542,1542,1,41222,417,256,422,25600,1,1799,1799,1,41223,417,161,1,0,1,166,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T051947.274957,1,166,133,1,10280,10280,1,41256,417,256,422,34304,1,10537,10537,1,41257,417,161,1,0,1,166,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T052403.274957,1,167,5,1,43176,43176,1,41384,417,256,423,1536,1,43433,43433,1,41385,417,161,1,0,1,167,7,0,
20160819T052711.274957,1,167,99,1,1542,1542,1,41478,418,256,423,25600,1,1799,1799,1,41479,418,162,1,0,1,167,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T052819.274957,1,167,133,1,10280,10280,1,41512,418,256,423,34304,1,10537,10537,1,41513,418,162,1,0,1,167,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T053235.274957,1,168,5,1,43176,43176,1,41640,418,256,424,1536,1,43433,43433,1,41641,418,162,1,0,1,168,7,0,
20160819T053543.274957,1,168,99,1,1542,1542,1,41734,419,256,424,25600,1,1799,1799,1,41735,419,163,1,0,1,168,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T053651.274957,1,168,133,1,10280,10280,1,41768,419,256,424,34304,1,10537,10537,1,41769,419,163,1,0,1,168,135,0,
20160816T171421.274957,0,0,0,0,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T045823.274957,1,164,1,425,24576,1,771,771,1,41987,420,256,425,24832,1,1028,1028,1,1,164,4,1,164,1,0,
20160816T171421.274957,0,0,0,0,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160816T171421.274957,163,163,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160816T171421.274957,2,2,2,421,513,42241,1,43616,0,259,771,768,421,769,42241,1,43617,0,0,1,4,4,4,4,0,
20160819T055255.274957,1,170,103,1,2570,2570,1,42250,421,256,426,26624,1,2827,2827,1,42251,421,165,1,0,1,170,105,0,
20160816T171421.274957,0,0,0,0,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160816T171421.274957,0,0,0,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T055813.274957,1,171,6,1,43433,43433,1,42409,421,256,427,1792,1,43690,43690,1,42410,421,165,1,0,1,171,8,0,
20160816T171421.274957,2,2,2,422,513,42497,1,43872,0,259,771,768,422,769,42497,1,43873,0,0,1,4,4,4,4,0,
20160819T060127.274957,1,171,103,1,2570,2570,1,42506,422,256,427,26624,1,2827,2827,1,42507,422,166,1,0,1,171,105,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T060227.274957,1,171,133,1,10280,10280,1,42536,422,256,427,34304,1,10537,10537,1,42537,422,166,1,0,1,171,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
