time,x,y,z
20160805 14:59:13.985527,0,94508,94508,94508
20160805 14:59:13.993340,0,94509,94509,94509
20160805 14:59:14.001152,0,94510,94510,94510
20160805 14:59:14.008964,0,94511,94511,94511
20160805 14:59:14.016777,0,94512,94512,94512
20160805 14:59:14.024590,0,94513,94513,94513
20160805 14:59:14.032402,0,94514,94514,94514
20160805 14:59:14.040214,0,94515,94515,94515
20160805 14:59:14.048027,0,94516,94516,94516
20160805 14:59:14.055840,0,94517,94517,94517
20160805 14:59:14.063652,0,94518,94518,94518
20160805 14:59:14.071464,0,94519,94519,94519
20160805 14:59:14.079277,0,94520,94520,94520
20160805 14:59:14.087090,0,94521,94521,94521
20160805 14:59:14.094902,0,94522,94522,94522
20160805 14:59:14.102714,0,94523,94523,94523
20160805 14:59:14.110527,0,94524,94524,94524
20160805 14:59:14.118340,0,94525,94525,94525
20160805 14:59:14.126152,0,94526,94526,94526
20160805 14:59:14.133964,0,94527,94527,94527
20160805 14:59:14.141777,0,94528,94528,94528
20160805 14:59:14.149590,0,94529,94529,94529
20160805 14:59:14.157402,0,94530,94530,94530
20160805 14:59:14.165214,0,94531,94531,94531
20160805 14:59:14.173027,0,94532,94532,94532
20160805 14:59:14.180840,0,94533,94533,94533
20160805 14:59:14.188652,0,94534,94534,94534
20160805 14:59:14.196464,0,94535,94535,94535
20160805 14:59:14.204277,0,94536,94536,94536
20160805 14:59:14.212090,0,94537,94537,94537
20160805 14:59:14.219902,0,94538,94538,94538
20160805 14:59:14.227714,0,94539,94539,94539
20160805 14:59:14.235527,0,94540,94540,94540
20160805 14:59:14.243340,0,94541,94541,94541
20160805 14:59:14.251152,0,94542,94542,94542
20160805 14:59:14.258964,0,94543,94543,94543
20160805 14:59:14.266777,0,94544,94544,94544
20160805 14:59:14.274590,0,94545,94545,94545
20160805 14:59:14.282402,0,94546,94546,94546
20160805 14:59:14.290214,0,94547,94547,94547
20160805 14:59:14.298027,0,94548,94548,94548
20160805 14:59:14.305840,0,94549,94549,94549
20160805 14:59:14.313652,0,94550,94550,94550
20160805 14:59:14.321464,0,94551,94551,94551
20160805 14:59:14.329277,0,94552,94552,94552
20160805 14:59:14.337090,0,94553,94553,94553
20160805 14:59:14.344902,0,94554,94554,94554
20160805 14:59:14.352714,0,94555,94555,94555
20160805 14:59:14.360527,0,94556,94556,94556
20160805 14:59:14.368340,0,94557,94557,94557
20160805 14:59:14.376152,0,94558,94558,94558
20160805 14:59:14.383964,0,94559,94559,94559
20160805 14:59:14.391777,0,94560,94560,94560
20160805 14:59:14.399590,0,94561,94561,94561
20160805 14:59:14.407402,0,94562,94562,94562
20160805 14:59:14.415214,0,94563,94563,94563
20160805 14:59:14.423027,0,94564,94564,94564
20160805 14:59:14.430840,0,94565,94565,94565
20160805 14:59:14.438652,0,94566,94566,94566
20160805 14:59:14.446464,0,94567,94567,94567
20160805 14:59:14.454277,0,94568,94568,94568
20160805 14:59:14.462090,0,94569,94569,94569
20160805 14:59:14.469902,0,94570,94570,94570
20160805 14:59:14.477714,0,94571,94571,94571
20160805 14:59:14.485527,0,94572,94572,94572
20160805 14:59:14.493340,0,94573,94573,94573
20160805 14:59:14.501152,0,94574,94574,94574
20160805 14:59:14.508964,0,94575,94575,94575
20160805 14:59:14.516777,0,94576,94576,94576
20160805 14:59:14.524590,0,94577,94577,94577
20160805 14:59:14.532402,0,94578,94578,94578
20160805 14:59:14.540214,0,94579,94579,94579
20160805 14:59:14.548027,0,94580,94580,94580
20160805 14:59:14.555840,0,94581,94581,94581
20160805 14:59:14.563652,0,94582,94582,94582
20160805 14:59:14.571464,0,94583,94583,94583
20160805 14:59:14.579277,0,94584,94584,94584
20160805 14:59:14.587090,0,94585,94585,94585
20160805 14:59:14.594902,0,94586,94586,94586
20160805 14:59:14.602714,0,94587,94587,94587
20160805 14:59:14.610527,0,94588,94588,94588
20160805 14:59:14.618340,0,94589,94589,94589
20160805 14:59:14.626152,0,94590,94590,94590
20160805 14:59:14.633964,0,94591,94591,94591
20160805 14:59:14.641777,0,94592,94592,94592
20160805 14:59:14.649590,0,94593,94593,94593
20160805 14:59:14.657402,0,94594,94594,94594
20160805 14:59:14.665214,0,94595,94595,94595
20160805 14:59:14.673027,0,94596,94596,94596
20160805 14:59:14.680840,0,94597,94597,94597
20160805 14:59:14.688652,0,94598,94598,94598
20160805 14:59:14.696464,0,94599,94599,94599
20160805 14:59:14.704277,0,94600,94600,94600
20160805 14:59:14.712090,0,94601,94601,94601
20160805 14:59:14.719902,0,94602,94602,94602
20160805 14:59:14.727714,0,94603,94603,94603
20160805 14:59:14.735527,0,94604,94604,94604
20160805 14:59:14.743340,0,94605,94605,94605
20160805 14:59:14.751152,0,94606,94606,94606
20160805 14:59:14.758964,0,94607,94607,94607
20160805 14:59:14.766777,0,94608,94608,94608
20160805 14:59:14.774590,0,94609,94609,94609
20160805 14:59:14.782402,0,94610,94610,94610
20160805 14:59:14.790214,0,94611,94611,94611
20160805 14:59:14.798027,0,94612,94612,94612
20160805 14:59:14.805840,0,94613,94613,94613
20160805 14:59:14.813652,0,94614,94614,94614
20160805 14:59:14.821464,0,94615,94615,94615
20160805 14:59:14.829277,0,94616,94616,94616
20160805 14:59:14.837090,0,94617,94617,94617
20160805 14:59:14.844902,0,94618,94618,94618
20160805 14:59:14.852714,0,94619,94619,94619
20160805 14:59:14.860527,0,94620,94620,94620
20160805 14:59:14.868340,0,94621,94621,94621
20160805 14:59:14.876152,0,94622,94622,94622
20160805 14:59:14.883964,0,94623,94623,94623
20160805 14:59:14.891777,0,94624,94624,94624
20160805 14:59:14.899590,0,94625,94625,94625
20160805 14:59:14.907402,0,94626,94626,94626
20160805 14:59:14.915214,0,94627,94627,94627
20160805 14:59:14.923027,0,94628,94628,94628
20160805 14:59:14.930840,0,94629,94629,94629
20160805 14:59:14.938652,0,94630,94630,94630
20160805 14:59:14.946464,0,94631,94631,94631
20160805 14:59:14.954277,0,94632,94632,94632
20160805 14:59:14.962090,0,94633,94633,94633
20160805 14:59:14.969902,0,94634,94634,94634
20160805 14:59:14.977714,0,94635,94635,94635
20160805 14:59:14.985527,0,94636,94636,94636
20160805 14:59:14.993340,0,94637,94637,94637
20160805 14:59:15.001152,0,94638,94638,94638
20160805 14:59:15.008964,0,94639,94639,94639
20160805 14:59:15.016777,0,94640,94640,94640
20160805 14:59:15.024590,0,94641,94641,94641
20160805 14:59:15.032402,0,94642,94642,94642
20160805 14:59:15.040214,0,94643,94643,94643
20160805 14:59:15.048027,0,94644,94644,94644
20160805 14:59:15.055840,0,94645,94645,94645
20160805 14:59:15.063652,0,94646,94646,94646
20160805 14:59:15.071464,0,94647,94647,94647
20160805 14:59:15.079277,0,94648,94648,94648
20160805 14:59:15.087090,0,94649,94649,94649
20160805 14:59:15.094902,0,94650,94650,94650
20160805 14:59:15.102714,0,94651,94651,94651
20160805 14:59:15.110527,0,94652,94652,94652
20160805 14:59:15.118340,0,94653,94653,94653
20160805 14:59:15.126152,0,94654,94654,94654
20160805 14:59:15.133964,0,94655,94655,94655
20160805 14:59:15.141777,0,94656,94656,94656
20160805 14:59:15.149590,0,94657,94657,94657
20160805 14:59:15.157402,0,94658,94658,94658
20160805 14:59:15.165214,0,94659,94659,94659
20160805 14:59:15.173027,0,94660,94660,94660
20160805 14:59:15.180840,0,94661,94661,94661
20160805 14:59:15.188652,0,94662,94662,94662
20160805 14:59:15.196464,0,94663,94663,94663
20160805 14:59:15.204277,0,94664,94664,94664
20160805 14:59:15.212090,0,94665,94665,94665
20160805 14:59:15.219902,0,94666,94666,94666
20160805 14:59:15.227714,0,94667,94667,94667
20160805 14:59:15.235527,0,94668,94668,94668
20160805 14:59:15.243340,0,94669,94669,94669
20160805 14:59:15.251152,0,94670,94670,94670
20160805 14:59:15.258964,0,94671,94671,94671
20160805 14:59:15.266777,0,94672,94672,94672
20160805 14:59:15.274590,0,94673,94673,94673
20160805 14:59:15.282402,0,94674,94674,94674
20160805 14:59:15.290214,0,94675,94675,94675
20160805 14:59:15.298027,0,94676,94676,94676
20160805 14:59:15.305840,0,94677,94677,94677
20160805 14:59:15.313652,0,94678,94678,94678
20160805 14:59:15.321464,0,94679,94679,94679
20160805 14:59:15.329277,0,94680,94680,94680
20160805 14:59:15.337090,0,94681,94681,94681
20160805 14:59:15.344902,0,94682,94682,94682
20160805 14:59:15.352714,0,94683,94683,94683
20160805 14:59:15.360527,0,94684,94684,94684
20160805 14:59:15.368340,0,94685,94685,94685
20160805 14:59:15.376152,0,94686,94686,94686
20160805 14:59:15.383964,0,94687,94687,94687
20160805 14:59:15.391777,0,94688,94688,94688
20160805 14:59:15.399590,0,94689,94689,94689
20160805 14:59:15.407402,0,94690,94690,94690
20160805 14:59:15.415214,0,94691,94691,94691
20160805 14:59:15.423027,0,94692,94692,94692
20160805 14:59:15.430840,0,94693,94693,94693
20160805 14:59:15.438652,0,94694,94694,94694
20160805 14:59:15.446464,0,94695,94695,94695
20160805 14:59:15.454277,0,94696,94696,94696
20160805 14:59:15.462090,0,94697,94697,94697
20160805 14:59:15.469902,0,94698,94698,94698
20160805 14:59:15.477714,0,94699,94699,94699
20160805 14:59:15.485527,0,94700,94700,94700
20160805 14:59:15.493340,0,94701,94701,94701
20160805 14:59:15.501152,0,94702,94702,94702
20160805 14:59:15.508964,0,94703,94703,94703
20160805 14:59:15.516777,0,94704,94704,94704
20160805 14:59:15.524590,0,94705,94705,94705
20160805 14:59:15.532402,0,94706,94706,94706
20160805 14:59:15.540214,0,94707,94707,94707
20160805 14:59:15.548027,0,94708,94708,94708
20160805 14:59:15.555840,0,94709,94709,94709
20160805 14:59:15.563652,0,94710,94710,94710
20160805 14:59:15.571464,0,94711,94711,94711
20160805 14:59:15.579277,0,94712,94712,94712
20160805 14:59:15.587090,0,94713,94713,94713
20160805 14:59:15.594902,0,94714,94714,94714
20160805 14:59:15.602714,0,94715,94715,94715
20160805 14:59:15.610527,0,94716,94716,94716
20160805 14:59:15.618340,0,94717,94717,94717
20160805 14:59:15.626152,0,94718,94718,94718
20160805 14:59:15.633964,0,94719,94719,94719
20160805 14:59:15.641777,0,94720,94720,94720
20160805 14:59:15.649590,0,94721,94721,94721
20160805 14:59:15.657402,0,94722,94722,94722
20160805 14:59:15.665214,0,94723,94723,94723
20160805 14:59:15.673027,0,94724,94724,94724
20160805 14:59:15.680840,0,94725,94725,94725
20160805 14:59:15.688652,0,94726,94726,94726
20160805 14:59:15.696464,0,94727,94727,94727
20160805 14:59:15.704277,0,94728,94728,94728
20160805 14:59:15.712090,0,94729,94729,94729
20160805 14:59:15.719902,0,94730,94730,94730
20160805 14:59:15.727714,0,94731,94731,94731
20160805 14:59:15.735527,0,94732,94732,94732
20160805 14:59:15.743340,0,94733,94733,94733
20160805 14:59:15.751152,0,94734,94734,94734
20160805 14:59:15.758964,0,94735,94735,94735
20160805 14:59:15.766777,0,94736,94736,94736
20160805 14:59:15.774590,0,94737,94737,94737
20160805 14:59:15.782402,0,94738,94738,94738
20160805 14:59:15.790214,0,94739,94739,94739
20160805 14:59:15.798027,0,94740,94740,94740
20160805 14:59:15.805840,0,94741,94741,94741
20160805 14:59:15.813652,0,94742,94742,94742
20160805 14:59:15.821464,0,94743,94743,94743
20160805 14:59:15.829277,0,94744,94744,94744
20160805 14:59:15.837090,0,94745,94745,94745
20160805 14:59:15.844902,0,94746,94746,94746
20160805 14:59:15.852714,0,94747,94747,94747
20160805 14:59:15.860527,0,94748,94748,94748
20160805 14:59:15.868340,0,94749,94749,94749
20160805 14:59:15.876152,0,94750,94750,94750
20160805 14:59:15.883964,0,94751,94751,94751
20160805 14:59:15.891777,0,94752,94752,94752
20160805 14:59:15.899590,0,94753,94753,94753
20160805 14:59:15.907402,0,94754,94754,94754
20160805 14:59:15.915214,0,94755,94755,94755
20160805 14:59:15.923027,0,94756,94756,94756
20160805 14:59:15.930840,0,94757,94757,94757
20160805 14:59:15.938652,0,94758,94758,94758
20160805 14:59:15.946464,0,94759,94759,94759
20160805 14:59:15.954277,0,94760,94760,94760
20160805 14:59:15.962090,0,94761,94761,94761
20160805 14:59:15.969902,0,94762,94762,94762
20160805 14:59:15.977714,0,94763,94763,94763
20160805 14:59:15.985527,0,94764,94764,94764
20160805 14:59:15.993340,0,94765,94765,94765
20160805 14:59:16.001152,0,94766,94766,94766
20160805 14:59:16.008964,0,94767,94767,94767
20160805 14:59:16.016777,0,94768,94768,94768
20160805 14:59:16.024590,0,94769,94769,94769
20160805 14:59:16.032402,0,94770,94770,94770
20160805 14:59:16.040214,0,94771,94771,94771
20160805 14:59:16.048027,0,94772,94772,94772
20160805 14:59:16.055840,0,94773,94773,94773
20160805 14:59:16.063652,0,94774,94774,94774
20160805 14:59:16.071464,0,94775,94775,94775
20160805 14:59:16.079277,0,94776,94776,94776
20160805 14:59:16.087090,0,94777,94777,94777
20160805 14:59:16.094902,0,94778,94778,94778
20160805 14:59:16.102714,0,94779,94779,94779
20160805 14:59:16.110527,0,94780,94780,94780
20160805 14:59:16.118340,0,94781,94781,94781
20160805 14:59:16.126152,0,94782,94782,94782
20160805 14:59:16.133964,0,94783,94783,94783
20160805 14:59:16.141777,0,94784,94784,94784
20160805 14:59:16.149590,0,94785,94785,94785
20160805 14:59:16.157402,0,94786,94786,94786
20160805 14:59:16.165214,0,94787,94787,94787
20160805 14:59:16.173027,0,94788,94788,94788
20160805 14:59:16.180840,0,94789,94789,94789
20160805 14:59:16.188652,0,94790,94790,94790
20160805 14:59:16.196464,0,94791,94791,94791
20160805 14:59:16.204277,0,94792,94792,94792
20160805 14:59:16.212090,0,94793,94793,94793
20160805 14:59:16.219902,0,94794,94794,94794
20160805 14:59:16.227714,0,94795,94795,94795
20160805 14:59:16.235527,0,94796,94796,94796
20160805 14:59:16.243340,0,94797,94797,94797
20160805 14:59:16.251152,0,94798,94798,94798
20160805 14:59:16.258964,0,94799,94799,94799
20160805 14:59:16.266777,0,94800,94800,94800
20160805 14:59:16.274590,0,94801,94801,94801
20160805 14:59:16.282402,0,94802,94802,94802
20160805 14:59:16.290214,0,94803,94803,94803
20160805 14:59:16.298027,0,94804,94804,94804
20160805 14:59:16.305840,0,94805,94805,94805
20160805 14:59:16.313652,0,94806,94806,94806
20160805 14:59:16.321464,0,94807,94807,94807
20160805 14:59:16.329277,0,94808,94808,94808
20160805 14:59:16.337090,0,94809,94809,94809
20160805 14:59:16.344902,0,94810,94810,94810
20160805 14:59:16.352714,0,94811,94811,94811
20160805 14:59:16.360527,0,94812,94812,94812
20160805 14:59:16.368340,0,94813,94813,94813
20160805 14:59:16.376152,0,94814,94814,94814
20160805 14:59:16.383964,0,94815,94815,94815
20160805 14:59:16.391777,0,94816,94816,94816
20160805 14:59:16.399590,0,94817,94817,94817
20160805 14:59:16.407402,0,94818,94818,94818
20160805 14:59:16.415214,0,94819,94819,94819
20160805 14:59:16.423027,0,94820,94820,94820
20160805 14:59:16.430840,0,94821,94821,94821
20160805 14:59:16.438652,0,94822,94822,94822
20160805 14:59:16.446464,0,94823,94823,94823
20160805 14:59:16.454277,0,94824,94824,94824
20160805 14:59:16.462090,0,94825,94825,94825
20160805 14:59:16.469902,0,94826,94826,94826
20160805 14:59:16.477714,0,94827,94827,94827
20160805 14:59:16.485527,0,94828,94828,94828
20160805 14:59:16.493340,0,94829,94829,94829
20160805 14:59:16.501152,0,94830,94830,94830
20160805 14:59:16.508964,0,94831,94831,94831
20160805 14:59:16.516777,0,94832,94832,94832
20160805 14:59:16.524590,0,94833,94833,94833
20160805 14:59:16.532402,0,94834,94834,94834
20160805 14:59:16.540214,0,94835,94835,94835
20160805 14:59:16.548027,0,94836,94836,94836
20160805 14:59:16.555840,0,94837,94837,94837
20160805 14:59:16.563652,0,94838,94838,94838
20160805 14:59:16.571464,0,94839,94839,94839
20160805 14:59:16.579277,0,94840,94840,94840
20160805 14:59:16.587090,0,94841,94841,94841
20160805 14:59:16.594902,0,94842,94842,94842
20160805 14:59:16.602714,0,94843,94843,94843
20160805 14:59:16.610527,0,94844,94844,94844
20160805 14:59:16.618340,0,94845,94845,94845
20160805 14:59:16.626152,0,94846,94846,94846
20160805 14:59:16.633964,0,94847,94847,94847
20160805 14:59:16.641777,0,94848,94848,94848
20160805 14:59:16.649590,0,94849,94849,94849
20160805 14:59:16.657402,0,94850,94850,94850
20160805 14:59:16.665214,0,94851,94851,94851
20160805 14:59:16.673027,0,94852,94852,94852
20160805 14:59:16.680840,0,94853,94853,94853
20160805 14:59:16.688652,0,94854,94854,94854
20160805 14:59:16.696464,0,94855,94855,94855
20160805 14:59:16.704277,0,94856,94856,94856
20160805 14:59:16.712090,0,94857,94857,94857
20160805 14:59:16.719902,0,94858,94858,94858
20160805 14:59:16.727714,0,94859,94859,94859
20160805 14:59:16.735527,0,94860,94860,94860
20160805 14:59:16.743340,0,94861,94861,94861
20160805 14:59:16.751152,0,94862,94862,94862
20160805 14:59:16.758964,0,94863,94863,94863
20160805 14:59:16.766777,0,94864,94864,94864
20160805 14:59:16.774590,0,94865,94865,94865
20160805 14:59:16.782402,0,94866,94866,94866
20160805 14:59:16.790214,0,94867,94867,94867
20160805 14:59:16.798027,0,94868,94868,94868
20160805 14:59:16.805840,0,94869,94869,94869
20160805 14:59:16.813652,0,94870,94870,94870
20160805 14:59:16.821464,0,94871,94871,94871
20160805 14:59:16.829277,0,94872,94872,94872
20160805 14:59:16.837090,0,94873,94873,94873
20160805 14:59:16.844902,0,94874,94874,94874
20160805 14:59:16.852714,0,94875,94875,94875
20160805 14:59:16.860527,0,94876,94876,94876
20160805 14:59:16.868340,0,94877,94877,94877
20160805 14:59:16.876152,0,94878,94878,94878
20160805 14:59:16.883964,0,94879,94879,94879
20160805 14:59:16.891777,0,94880,94880,94880
20160805 14:59:16.899590,0,94881,94881,94881
20160805 14:59:16.907402,0,94882,94882,94882
20160805 14:59:16.915214,0,94883,94883,94883
20160805 14:59:16.923027,0,94884,94884,94884
20160805 14:59:16.930840,0,94885,94885,94885
20160805 14:59:16.938652,0,94886,94886,94886
20160805 14:59:16.946464,0,94887,94887,94887
20160805 14:59:16.954277,0,94888,94888,94888
20160805 14:59:16.962090,0,94889,94889,94889
20160805 14:59:16.969902,0,94890,94890,94890
20160805 14:59:16.977714,0,94891,94891,94891
20160805 14:59:16.985527,0,94892,94892,94892
20160805 14:59:16.993340,0,94893,94893,94893
20160805 14:59:17.001152,0,94894,94894,94894
20160805 14:59:17.008964,0,94895,94895,94895
20160805 14:59:17.016777,0,94896,94896,94896
20160805 14:59:17.024590,0,94897,94897,94897
20160805 14:59:17.032402,0,94898,94898,94898
20160805 14:59:17.040214,0,94899,94899,94899
20160805 14:59:17.048027,0,94900,94900,94900
20160805 14:59:17.055840,0,94901,94901,94901
20160805 14:59:17.063652,0,94902,94902,94902
20160805 14:59:17.071464,0,94903,94903,94903
20160805 14:59:17.079277,0,94904,94904,94904
20160805 14:59:17.087090,0,94905,94905,94905
20160805 14:59:17.094902,0,94906,94906,94906
20160805 14:59:17.102714,0,94907,94907,94907
20160805 14:59:17.110527,0,94908,94908,94908
20160805 14:59:17.118340,0,94909,94909,94909
20160805 14:59:17.126152,0,94910,94910,94910
20160805 14:59:17.133964,0,94911,94911,94911
20160805 14:59:17.141777,0,94912,94912,94912
20160805 14:59:17.149590,0,94913,94913,94913
20160805 14:59:17.157402,0,94914,94914,94914
20160805 14:59:17.165214,0,94915,94915,94915
20160805 14:59:17.173027,0,94916,94916,94916
20160805 14:59:17.180840,0,94917,94917,94917
20160805 14:59:17.188652,0,94918,94918,94918
20160805 14:59:17.196464,0,94919,94919,94919
20160805 14:59:17.204277,0,94920,94920,94920
20160805 14:59:17.212090,0,94921,94921,94921
20160805 14:59:17.219902,0,94922,94922,94922
20160805 14:59:17.227714,0,94923,94923,94923
20160805 14:59:17.235527,0,94924,94924,94924
20160805 14:59:17.243340,0,94925,94925,94925
20160805 14:59:17.251152,0,94926,94926,94926
20160805 14:59:17.258964,0,94927,94927,94927
20160805 14:59:17.266777,0,94928,94928,94928
20160805 14:59:17.274590,0,94929,94929,94929
20160805 14:59:17.282402,0,94930,94930,94930
20160805 14:59:17.290214,0,94931,94931,94931
20160805 14:59:17.298027,0,94932,94932,94932
20160805 14:59:17.305840,0,94933,94933,94933
20160805 14:59:17.313652,0,94934,94934,94934
20160805 14:59:17.321464,0,94935,94935,94935
20160805 14:59:17.329277,0,94936,94936,94936
20160805 14:59:17.337090,0,94937,94937,94937
20160805 14:59:17.344902,0,94938,94938,94938
20160805 14:59:17.352714,0,94939,94939,94939
20160805 14:59:17.360527,0,94940,94940,94940
20160805 14:59:17.368340,0,94941,94941,94941
20160805 14:59:17.376152,0,94942,94942,94942
20160805 14:59:17.383964,0,94943,94943,94943
20160805 14:59:17.391777,0,94944,94944,94944
20160805 14:59:17.399590,0,94945,94945,94945
20160805 14:59:17.407402,0,94946,94946,94946
20160805 14:59:17.415214,0,94947,94947,94947
20160805 14:59:17.423027,0,94948,94948,94948
20160805 14:59:17.430840,0,94949,94949,94949
20160805 14:59:17.438652,0,94950,94950,94950
20160805 14:59:17.446464,0,94951,94951,94951
20160805 14:59:17.454277,0,94952,94952,94952
20160805 14:59:17.462090,0,94953,94953,94953
20160805 14:59:17.469902,0,94954,94954,94954
20160805 14:59:17.477714,0,94955,94955,94955
20160805 14:59:17.485527,0,94956,94956,94956
20160805 14:59:17.493340,0,94957,94957,94957
20160805 14:59:17.501152,0,94958,94958,94958
20160805 14:59:17.508964,0,94959,94959,94959
20160805 14:59:17.516777,0,94960,94960,94960
20160805 14:59:17.524590,0,94961,94961,94961
20160805 14:59:17.532402,0,94962,94962,94962
20160805 14:59:17.540214,0,94963,94963,94963
20160805 14:59:17.548027,0,94964,94964,94964
20160805 14:59:17.555840,0,94965,94965,94965
20160805 14:59:17.563652,0,94966,94966,94966
20160805 14:59:17.571464,0,94967,94967,94967
20160805 14:59:17.579277,0,94968,94968,94968
20160805 14:59:17.587090,0,94969,94969,94969
20160805 14:59:17.594902,0,94970,94970,94970
20160805 14:59:17.602714,0,94971,94971,94971
20160805 14:59:17.610527,0,94972,94972,94972
20160805 14:59:17.618340,0,94973,94973,94973
20160805 14:59:17.626152,0,94974,94974,94974
20160805 14:59:17.633964,0,94975,94975,94975
20160805 14:59:17.641777,0,94976,94976,94976
20160805 14:59:17.649590,0,94977,94977,94977
20160805 14:59:17.657402,0,94978,94978,94978
20160805 14:59:17.665214,0,94979,94979,94979
20160805 14:59:17.673027,0,94980,94980,94980
